PdmarticleID;Bezeichnung;Externer Schlüssel;Nennspannung;Leistungsverbrauch Betrieb;Leistungsverbrauch Ruhestellung;Leistungsverbrauch Dimensionierung;Anschluss;Nenndrehmoment;Drehmoment Feder Wert;Stellkraft;Notstellfunktion;Drehwinkel;Laufzeit Motor;Laufzeit Notstellfunktion;Stellzeit Motor;Stellzeit Notstellfunktion;Laufzeit Referenz;Schallleistungspegel Motor;Ansteuerung;Arbeitsbereich Y;Stellungsrückmeldung U;Stellsignal Y veränderbar;Anschluss Speisung / Steuerung;Schutzart IEC/EN;Umgebungstemperatur;6287;Produktbild 4c/bw;Datenblattname;Datenblatt PDF;Company [Competitor];Serie Valve [Competitor];Serie Actuator [Competitor];Produkttyp Antrieb [Wettbewerber];Produkttyp Ventil [Wettbewerber];DN;kvs;PN;Hub;Voltage [Competitor];Sound power level [Competitor];Control type [Competitor];Running Time min [Competitor];Running Time max [Competitor];Torque [Competitor];Stroke [Competitor];Power consumption [Competitor];Connection [Competitor];Safety function [Competitor];Integrated switch [Competitor];Integrated potentiometer [Competitor];Degree of protection [Competitor];Angle of rotation [Competitor];Working range [Competitor];Positioning feedback [Competitor];Spindle driver [Competitor];Manual override [Competitor];Additional Specification [Competitor];Belimo Retrofit1 Actuator;Belimo Retrofit1 Accessory1;Belimo Retrofit1 Form fit adapter;Belimo Retrofit1 Reducer;Belimo Retrofit1 Insulation cover;Belimo Retrofit2 Actuator;Belimo Retrofit2 Accessory1;Belimo Retrofit2 Form fit adapter;Belimo Retrofit2 Reducer;Belimo Retrofit3 Actuator;Belimo Retrofit3 Accessory;Belimo Retrofit3 Form fit adapter;Belimo Retrofit4 Actuator;Belimo Retrofit4 Accessory;Belimo Retrofit4 Form fit adapter;Belimo Retrofit Valve;Belimo Retrofit VA-Unit;Versions-Nr;Pfad
298444;BKF102AO00_DN 15_4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elesta;BKF;;;Hubventil;15;4.0 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Elesta\
300266;Z011-A Quadrat_DN 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ebro;Z011-A Quadrat;;;Drehventil;50;85 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSV-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPV-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFV-11;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Ebro\
298888;VB7816-2106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VB7816-xxxx;;;Hubventil;15;4.0 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
299346;721-9430-000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schneider Electric TAC Satchwell Siebe;V294;;;Hubventil;20;4.0 m³/h;;22 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Schneider Electric TAC Satchwell Siebe\
300258;Sylax_DN 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss / Socla;Sylax;;;Drehventil;65;;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSV-11-4K;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPV-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFV-11;;;;;;28;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Danfoss / Socla\
298898;VBD-4414-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBD-4xx4;;;Hubventil;25;10 m³/h;;13 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
300263;Z011-A Quadrat_DN 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ebro;Z011-A Quadrat;;;Drehventil;25;36 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSV-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPV-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFV-11;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Ebro\
298439;065Z0240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;VRB 2;;;Hubventil;50;40 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
299797;VXN 015 F210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VXN;;;Hubventil;15;2.5 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
298434;065Z0235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;VRB 2;;;Hubventil;15;4.0 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
299351;731-4125-000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schneider Electric TAC Satchwell Siebe;V341;;;Hubventil;15;2.5 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Schneider Electric TAC Satchwell Siebe\
299802;VXN 020 F200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VXN;;;Hubventil;20;6.3 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
298453;BKF102AO00_DN 50_31.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elesta;BKF;;;Hubventil;50;31.5 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Elesta\
299361;V348_DN 20_6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schneider Electric TAC Satchwell Siebe;V348;;;Hubventil;20;6.3 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Schneider Electric TAC Satchwell Siebe\
299809;VPF52E15-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VPF52E;;;Hubventil;15;1.0 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
300268;Z011-A Quadrat_DN 80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ebro;Z011-A Quadrat;;;Drehventil;80;420 m³/h;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-R|GR24A-MF-R|GR24A-MP-R;;ZGV-14;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Ebro\
298446;BKF102AO00_DN 20_6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elesta;BKF;;;Hubventil;20;6.3 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Elesta\
298907;VBD-4618-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBD-4xx8;;;Hubventil;40;25 m³/h;;13 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
298451;BKF102AO00_DN 40_20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elesta;BKF;;;Hubventil;40;20 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Elesta\
300273;Z011-A Quadrat_DN 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ebro;Z011-A Quadrat;;;Drehventil;250;6400 m³/h;;;;;;;;;;;;;;;;;;;;;;SY4-230-3-T|SY4-230-MP-T|SY4-230-SR-T|SY4-24-3-T|SY4-24-MP-T|SY4-24-SR-T|SY6-230-3-T;;ZSY-011;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Ebro\
300270;Z011-A Quadrat_DN 125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ebro;Z011-A Quadrat;;;Drehventil;125;1010 m³/h;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-R|GR24A-MF-R|GR24A-MP-R;;ZGV-14;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Ebro\
298457;BKF202AO00_DN 15_1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elesta;BKF;;;Hubventil;15;1.6 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Elesta\
299353;731-4133-000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schneider Electric TAC Satchwell Siebe;V341;;;Hubventil;20;6.3 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Schneider Electric TAC Satchwell Siebe\
298905;VBD-4418-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBD-4xx8;;;Hubventil;25;10 m³/h;;13 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
298448;BKF102AO00_DN 25_10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elesta;BKF;;;Hubventil;25;10 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Elesta\
299816;VPF52F15-0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VPF52F;;;Hubventil;15;0.4 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
299355;731-4141-000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schneider Electric TAC Satchwell Siebe;V341;;;Hubventil;32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Schneider Electric TAC Satchwell Siebe\
299363;V348_DN 32_16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schneider Electric TAC Satchwell Siebe;V348;;;Hubventil;32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Schneider Electric TAC Satchwell Siebe\
299813;VPF52E25-6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VPF52E;;;Hubventil;25;6.3 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
299806;VXN 050 F200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VXN;;;Hubventil;50;40 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
299811;VPF52E15-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VPF52E;;;Hubventil;15;2.5 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
298909;VBF-0214-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBF-0xx4;;;Hubventil;15;4.0 m³/h;;13 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
298455;BKF202AO00_DN 15_0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elesta;BKF;;;Hubventil;15;0.63 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Elesta\
298902;VBD-4218-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBD-4xx8;;;Hubventil;15;4.0 m³/h;;13 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
300278;Z011-A Zweiflach_DN 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ebro;Z011-A Zweiflach;;;Drehventil;40;50 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Ebro\
298450;BKF102AO00_DN 32_16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elesta;BKF;;;Hubventil;32;16 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Elesta\
299357;731-4149-000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schneider Electric TAC Satchwell Siebe;V341;;;Hubventil;50;38 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Schneider Electric TAC Satchwell Siebe\
299360;V348_DN 15_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schneider Electric TAC Satchwell Siebe;V348;;;Hubventil;15;4.0 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Schneider Electric TAC Satchwell Siebe\
300267;Z011-A Quadrat_DN 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ebro;Z011-A Quadrat;;;Drehventil;65;215 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSV-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPV-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFV-11;;;;;;25;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Ebro\
298459;BKF202AO00_DN 15_4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elesta;BKF;;;Hubventil;15;4.0 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Elesta\
299808;VPF52E15-0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VPF52E;;;Hubventil;15;0.63 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
298904;VBD-4238-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBD-4xx8;;;Hubventil;15;1.6 m³/h;;13 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
298899;VBD-4424-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBD-4xx4;;;Hubventil;25;6.3 m³/h;;13 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
