PdmarticleID#PdmarticleID	Label#Label	External Key#ExternalKey	Nominal voltage#83	Power consumption in operation#67	Power consumption in rest position#68	Power consumption for wire sizing#69	Connection#6759	Nominal torque#260	Spring torque value#117	Actuating force#118	Emergency control function#890	Angle of rotation#473	Running time motor#230	Running time reference#3645	Running time emergency control position#3474	Sound power level motor#135	Control#281	Positioning signal Y#120	Control signal Y variable#5695	Operating range Y#121	Position feedback U#122	Connection supply / control#96	Degree of protection IEC/EN#144	Direction of motion motor#119	Auxiliary switch#112	Spindle driver#137	Ambient temperature#156	6287	Product picture 4c/bw#377	Data sheet name#406	Data sheet PDF#660	Company [Competitor]#7687	Serie Actuator [Competitor]#7606	Product type Actuator [Competitor]#7614	Voltage [Competitor]#7607	Sound power level [Competitor]#7608	Control type [Competitor]#7609	Running Time min [Competitor]#7610	Running Time max [Competitor]#7776	Torque [Competitor]#7611	Stroke [Competitor]#7612	Power consumption [Competitor]#7681	Connection [Competitor]#7682	Safety function [Competitor]#7683	Integrated switch [Competitor]#7684	Integrated potentiometer [Competitor]#7685	Degree of protection [Competitor]#7686	Angle of rotation [Competitor]#7771	Working range [Competitor]#7772	Positioning feedback [Competitor]#7773	Spindle driver [Competitor]#7774	Manual override [Competitor]#7775	Additional Specification [Competitor]#7613	Belimo Retrofit1 Antrieb#7597	Belimo Retrofit1 Accessory1#7604	Belimo Retrofit1 Accessory2#7777	Belimo Retrofit1 Actuator Note#7881	Belimo Retrofit2 Actuator#7680	Belimo Retrofit2 Accessory1#7697	Belimo Retrofit2 Accessory2#7778	Belimo Retrofit2 Actuator Note#7882	Belimo Retrofit3 Actuator#7688	Belimo Retrofit3 Accessory#7698	Belimo Retrofit3 Actuator Note#7883	Belimo Retrofit4 Actuator#7704	Belimo Retrofit4 Accessory#7705	Belimo Retrofit4 Actuator Note#7884	Version Number#VersionNr	Path#Path
4730	GM24A-SR	GM24A-SR	AC/DC 24 V	4.5 W	2 W	6.5 VA	Cable	40 Nm				Max. 95°	150 s	90°		45 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp reversible 12...26.7 mm	-30...50°C		PIC_EU_GM24A-SR_4C.jpg	GM24A-SR	GM24A-SR_datasheet_en-gb.pdf																																					355	EU\Produkte\Lüftungsanwendungen\Standardantriebe\GM..A (40 Nm)\stetig\AC/DC 24 V\
5033	LU230ASR	LU230ASR	AC 230 V	2 W	1 W	4 VA	Cable	3 Nm				0...330°	150 s	360°		45 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V		IP54	selectable with switch 0 / 1		Form fit 12 mm or 8 mm (with insert)	-30...50°C		pic_eu_lu230asr_4c.jpg	LU230ASR	LU230ASR_datasheet_en-gb.pdf																																					363	EU\Products\Air solutions\Full-rotation actuators\LU..A (3 Nm)\modulating\AC 230 V\
4735	SMQ24A	SMQ24A	AC/DC 24 V	15 W	2 W	26 VA	Cable	16 Nm				Max. 95°	7 s	90°		63 dB(A)	Open-close					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp reversible 12...26.7 mm	-30...40°C		pic_eu_smq24a_4c.jpg	SMQ24A	SMQ24A_datasheet_en-gb.pdf																																					353	EU\Products\Air solutions\Very fast runner actuators\SMQ..A (16 Nm)\Open-Close\AC/DC 24 V\
4750	SF24A-SR-S2	SF24A-SR-S2	AC/DC 24 V	5 W	3 W	7 VA	Cable	20 Nm	20 Nm		With mechanical emergency control function	Max. 95°	150 s	90°	<20 s / 90°	40 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable by mounting L / R	2 x SPDT	Universal spindle clamp 10...25.4 mm	-30°C … 50°C		PIC_EU_SF-2Kabel-neutral_01_4C.jpg	SF24A-SR-S2	SF24A-SR-S2_datasheet_en-gb.pdf																																					360	EU\Products\Air solutions\Spring return actuators\SF..A (20 Nm)\modulating\AC/DC 24 V\
5053	SM24A-S-TP	SM24A-S-TP	AC/DC 24 V	2 W	0.2 W	4 VA	Terminals	20 Nm				Max. 95°	150 s	90°		45 dB(A)	Open-close|3-point					Terminals 4 mm² (cable Ø 4...10 mm, 3-wire)	IP54	selectable with switch 0 (ccw rotation) / 1 (cw rotation)	1 x SPDT	Universal spindle clamp reversible 10...20 mm	-30°C … 50°C		PIC_EU_SM24A-S-TP_4C.jpg	SM24A-S-TP	SM24A-S-TP_datasheet_en-gb.pdf																																					382	EU\Products\Air solutions\Standard actuators\SM..A (20 Nm)\Open-Close, 3-point\AC/DC 24 V\
5058	NM24A-S-TP	NM24A-S-TP	AC/DC 24 V	1.5 W	0.2 W	3.5 VA	Terminals	10 Nm				Max. 95°	150 s	90°		35 dB(A)	Open-close|3-point					Terminals 4 mm² (cable Ø 4...10 mm, 3-wire)	IP54	selectable with switch 0 (ccw rotation) / 1 (cw rotation)	1 x SPDT	Universal spindle clamp 8...26.7 mm	-30...50°C		PIC_EU_NM24A-S-TP_4C.jpg	NM24A-S-TP	NM24A-S-TP_datasheet_en-gb.pdf																																					339	EU\Products\Air solutions\Standard actuators\NM..A (10 Nm)\Open-Close, 3-point\AC/DC 24 V\
4732	GM24A-TP	GM24A-TP	AC/DC 24 V	4 W	2 W	6 VA	Terminals	40 Nm				Max. 95°	150 s	90°		45 dB(A)	Open-close					Terminals 4 mm² (cable Ø 4...10 mm, 3-wire)	IP54	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp reversible 12...26.7 mm	-30...50°C		PIC_EU_GM24A-TP_4C.jpg	GM24A-TP	GM24A-TP_datasheet_en-gb.pdf																																					347	EU\Products\Air solutions\Standard actuators\GM..A (40 Nm)\Open-Close\AC/DC 24 V\
5067	GK24A-1	GK24A-1	AC/DC 24 V	11 W	3 W	21 VA	Cable	40 Nm			With electrical emergency control function 0...100%	Max. 95°	150 s	90°	35 s / 90°	53 dB(A)	Open-close					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp reversible 12...26.7 mm	-30...50°C		pic_eu_gk24a-mf_01_4c.jpg	GK24A-1	GK24A-1_datasheet_en-gb.pdf																																					395	EU\Products\Air solutions\SuperCap actuators\GK..A (40 Nm)\Open-Close\AC/DC 24 V\
4746	SF230A-S2	SF230A-S2	AC 230 V	6.5 W	3.5 W	18 VA	Cable	20 Nm	20 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	45 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm²	IP54	selectable by mounting L / R	2 x SPDT	Universal spindle clamp 10...25.4 mm	-30°C … 50°C		PIC_EU_SF-2Kabel-neutral_01_4C.jpg	SF230A-S2	SF230A-S2_datasheet_en-gb.pdf																																					369	EU\Produkte\Lüftungsanwendungen\Federrücklaufantriebe\SF..A (20 Nm)\Auf-Zu\AC 230 V\
5055	NM230A-S-TP	NM230A-S-TP	AC 230 V	2.5 W	0.6 W	5.5 VA	Terminals	10 Nm				Max. 95°	150 s	90°		35 dB(A)	Open-close|3-point					Terminals 4 mm² (cable Ø 4...10 mm, 3-wire)	IP54	selectable with switch 0 (ccw rotation) / 1 (cw rotation)	1 x SPDT	Universal spindle clamp 8...26.7 mm	-30...50°C		pic_eu_nm230a-s-tp_4c.jpg	NM230A-S-TP	NM230A-S-TP_datasheet_en-gb.pdf																																					352	EU\Products\Air solutions\Standard actuators\NM..A (10 Nm)\Open-Close, 3-point\AC 230 V\
4734	GM230A-TP	GM230A-TP	AC 230 V	5 W	2.5 W	9 VA	Terminals	40 Nm				Max. 95°	150 s	90°		45 dB(A)	Open-close					Terminals 4 mm² (cable Ø 4...10 mm, 3-wire)	IP54	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp reversible 12...26.7 mm	-30...50°C		PIC_EU_GM24A-TP_4C.jpg	GM230A-TP	GM230A-TP_datasheet_en-gb.pdf																																					342	EU\Products\Air solutions\Standard actuators\GM..A (40 Nm)\Open-Close\AC 230 V\
4736	LMQ24A	LMQ24A	AC/DC 24 V	13 W	2 W	23 VA	Cable	4 Nm				Max. 95°	2.5 s	90°		54 dB(A)	Open-close					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp 8...26.7 mm	-30...40°C		pic_eu_lmq24a_4c.jpg	LMQ24A	LMQ24A_datasheet_en-gb.pdf																																					361	EU\Products\Air solutions\Very fast runner actuators\LMQ..A (4 Nm)\Open-Close\AC/DC 24 V\
