PdmarticleID;Bezeichnung;Produktfamilie;"Produktfamilie kurz";Produkttyp;Mediumstemperatur;Ansteuerung;"Arbeitsbereich Y";Kommunikation;"Notstellposition (POP) stromlos";"Laufzeit Motor";"Stellzeit Motor";Stellkraft;Hilfsschalter;Nennspannung;Nenndrehmoment;"Schutzart IEC/EN";Datenblattname;"Datenblatt PDF";3432;"Produktbild 4c/bw";DN;PN;"Zulässiger Druck ps";"Schliessdruck Δps";"Differenzdruck ∆pmin Wert";"Differenzdruck Δpmax Wert";kvs;"kvs (Sequenz I)";"kvs (Sequenz II)";kvmax;"kv variabel";"kvs theor.";"kv (Werkseinstellung)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax ger.";"Leckrate Regelpfad";"Anzahl Rohranschlüsse";"Rohranschluss Typ";Messstutzen;Medien;"Anwendung Ventil";"Elektrisches Zubehör";"Mechanisches Zubehör";V0;V1;Versions-Nr;Pfad
5489;H6015X2P5-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S(P)2-neutral_01_4C.jpg;15;25;2500 kPa;;;;2.5 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;301;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\X\DN 15\"
272618;EV020R+BAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP";;"90 s";;;;AC/DC 24 V;5 Nm;"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";EV..R+BAC;EV..R+BAC_datasheet_de-ch.pdf;;PIC_EU_EV032R+BAC_4C.jpg;20;16;1600 kPa;1400 kPa;;350 kPa;;;;;;4.9 m³/h;;0.65 l/s;39 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;Z-STRJ.1|ZK1-GEN;;;;266;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\stetig, BAC\"
275830;GRC24G-MF-T-5;IP66/Nema4-Antrieb;;Antrieb;;stetig;DC 2...10 V;;;"35 s";;;;AC/DC 24 V;40 Nm;IP66;GRC24G-MF-T-5;GRC24G-MF-T-5_datasheet_de-ch.pdf;;PIC_EU_DRC24G-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|HH24-MG|HT24-MG|ZK1-GEN|ZK2-GEN;;;;194;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\IP66/Nema4-Antriebe\GRC..G\Drosselklappen-Linkage\stetig, MF\AC/DC 24 V\"
5224;R408K;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4..(K)_datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;10;16;1600 kPa;1400 kPa;;200 kPa;1 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-2;ZR4510;;;306;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\DN 10\"
4967;SR230P;Drehantrieb;;Antrieb;;Auf-Zu|3-Punkt;;;;"90 s";;;;AC 230 V;20 Nm;"IP66 + IP67";SR230P;SR230P_datasheet_de-ch.pdf;;PIC_EU_Robustline-Water_1cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;352;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\RobustLine-Antriebe\SR..P (20 Nm)\Kugelhahn-Linkage\Auf-Zu, 3-Punkt\AC 230 V\"
4960;SR230A-S;Drehantrieb;;Antrieb;;Auf-Zu|3-Punkt;;;;"90 s";;;"1 x EPU";AC 230 V;20 Nm;IP54;SR230A-S;SR230A-S_datasheet_de-ch.pdf;;PIC_EU_SR230A-S_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;333;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\SR..A (20 Nm)\Kugelhahn-Linkage\Auf-Zu, 3-Punkt\AC 230 V\"
5225;R409K;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4..(K)_datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;10;16;1600 kPa;1400 kPa;;200 kPa;1.6 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-2;ZR4510;;;304;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\DN 10\"
4968;SR24P;Drehantrieb;;Antrieb;;Auf-Zu|3-Punkt;;;;"90 s";;;;AC/DC 24 V;20 Nm;"IP66 + IP67";SR24P;SR24P_datasheet_de-ch.pdf;;PIC_EU_Robustline-Water_1cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;323;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\RobustLine-Antriebe\SR..P (20 Nm)\Kugelhahn-Linkage\Auf-Zu, 3-Punkt\AC/DC 24 V\"
4958;SR24P-SR;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"90 s";;;;AC/DC 24 V;20 Nm;"IP66 + IP67";SR24P-SR;SR24P-SR_datasheet_de-ch.pdf;;PIC_EU_Robustline-Water_1cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;316;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\RobustLine-Antriebe\SR..P (20 Nm)\Kugelhahn-Linkage\stetig \AC/DC 24 V\"
99760;ZD6N-S150;Drosselklappe;;Antrieb;;Manuell;;;;;;;;;;;ZD6N-S150;;;"PIC_EU_ZD6N-S_Worm gear_BW.jpg";150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Manuelle Antriebe\"
4993;GV12-24-SR-T;Grosshubantrieb;;Antrieb;;stetig;DC 2...10 V;;;;"82 s / 65 mm";"12000 N";;"AC/DC 24 V";;IP65;GV12-24-SR-T;GV12-24-SR-T_datasheet_de-ch.pdf;;PIC_EU_GV12-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Standardantriebe\GV.. (12000N)\stetig\AC/DC 24 V\"
61407;SRF24A-SZ-5-O;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;NO;"90 s";;;;AC/DC 24 V;20 Nm;IP54;SRF24A-SZ-5-O;SRF24A-SZ-5-O_datasheet_de-ch.pdf;;PIC_EU_SRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;296;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Drosselklappen-Linkage\stetig\AC/DC 24 V\"
5488;H6015X1P6-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S(P)2-neutral_01_4C.jpg;15;25;2500 kPa;;;;1.6 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;302;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\X\DN 15\"
272619;EV025R+BAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP";;"90 s";;;;AC/DC 24 V;5 Nm;"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";EV..R+BAC;EV..R+BAC_datasheet_de-ch.pdf;;PIC_EU_EV032R+BAC_4C.jpg;25;16;1600 kPa;1400 kPa;;350 kPa;;;;;;8.6 m³/h;;1.15 l/s;69 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;Z-STRJ.1|ZK1-GEN;;;;265;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\stetig, BAC\"
61411;SRF230A-5-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;;AC 230 V;20 Nm;IP54;SRF230A-5-O;SRF230A-5-O_datasheet_de-ch.pdf;;PIC_EU_SRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;297;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Drosselklappen-Linkage\Auf-Zu\AC 230 V\"
5484;H7100X160-S4;Hubventil;H;Ventil;5...200°C;;;;;;;;;;;;H7..X..S..;H7..X..S.._datasheet_de-ch.pdf;;PIC_EU_H7..X-S2-neutral_01_4C.jpg;100;25;2500 kPa;;;;160 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;;;;;251;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\3-Weg\X\DN 100\"
4959;SR230A;Drehantrieb;;Antrieb;;Auf-Zu|3-Punkt;;;;"90 s";;;;AC 230 V;20 Nm;IP54;SR230A;SR230A_datasheet_de-ch.pdf;;PIC_EU_SR230A_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;341;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\SR..A (20 Nm)\Kugelhahn-Linkage\Auf-Zu, 3-Punkt\AC 230 V\"
272620;EV032R+BAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP";;"90 s";;;;AC/DC 24 V;10 Nm;"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";EV..R+BAC;EV..R+BAC_datasheet_de-ch.pdf;;PIC_EU_EV032R+BAC_4C.jpg;32;16;1600 kPa;1400 kPa;;350 kPa;;;;;;14.2 m³/h;;1.8 l/s;108 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;Z-STRJ.1|ZK1-GEN;;;;274;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\stetig, BAC\"
5226;R409;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4..(K)_datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;200 kPa;0.63 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-2;ZR4515;;;310;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\DN 15\"
272621;EV040R+BAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP";;"90 s";;;;AC/DC 24 V;10 Nm;"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";EV..R+BAC;EV..R+BAC_datasheet_de-ch.pdf;;PIC_EU_EV032R+BAC_4C.jpg;40;16;1600 kPa;1400 kPa;;350 kPa;;;;;;21.3 m³/h;;2.5 l/s;150 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;Z-STRJ.1|ZK1-GEN;;;;264;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\stetig, BAC\"
5485;H6015XP4-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S(P)2-neutral_01_4C.jpg;15;25;2500 kPa;;;;0.4 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;303;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\X\DN 15\"
4961;SR230A-SR-5;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"90 s";;;;AC 230 V;20 Nm;IP54;SR230A-SR-5;SR230A-SR-5_datasheet_de-ch.pdf;;PIC_EU_SR230A-SR-5_02_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;389;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\SR..A (20 Nm)\Drosselklappen-Linkage\stetig\AC 230 V\"
99789;SRC24A-SR-5;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"35 s";;;;AC/DC 24 V;20 Nm;IP54;SRC24A-SR-5;SRC24A-SR-5_datasheet_de-ch.pdf;;PIC_EU_SRC24A-SR-5_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;275;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Schnellläufer-Antriebe\SRC..A (20 Nm)\Kugelhahn-Linkage\stetig\AC/DC 24 V\"
277660;DRC24G-7;IP66/Nema4-Antrieb;;Antrieb;;Auf-Zu;;;;"35 s";;;;AC/DC 24 V;90 Nm;IP66;DRC24G-7;DRC24G-7_datasheet_de-ch.pdf;;PIC_EU_DRC24G-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|HH24-MG|HT24-MG;;;;108;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\IP66/Nema4-Antriebe\DRC..G\Drosselklappen-Linkage\Auf-Zu\AC/DC 24 V\"
276521;DR230A-7;Drehantrieb;;Antrieb;;Auf-Zu;;;;"150 s";;;;AC 230 V;90 Nm;IP54;DR230A-7;DR230A-7_datasheet_de-ch.pdf;;PIC_EU_DRC24A_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;140;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\DR..A (90 Nm)\Drosselklappen-Linkage\Auf-Zu\AC 230 V\"
5037;NRF24A;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;;AC/DC 24 V;10 Nm;IP54;NRF24A;NRF24A_datasheet_de-ch.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\Kugelhahn-Linkage\Auf-Zu\AC/DC 24 V\"
4994;GV12-230-3-T;Grosshubantrieb;;Antrieb;;3-Punkt;;;;;"82 s / 65 mm";12000 N;"2 x EPU";AC 230 V;;IP65;GV12-230-3-T;GV12-230-3-T_datasheet_de-ch.pdf;;PIC_EU_GV12-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Standardantriebe\GV.. (12000N)\3-Punkt\AC 230 V\"
99970;SR24P-SR-5;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"90 s";;;;AC/DC 24 V;20 Nm;"IP66 + IP67";SR24P-SR-5;SR24P-SR-5_datasheet_de-ch.pdf;;PIC_EU_Robustline-Water_1cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;254;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\RobustLine-Antriebe\SR..P (20 Nm)\Drosselklappen-Linkage\"
5490;H6015X4-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S(P)2-neutral_01_4C.jpg;15;25;2500 kPa;;;;4 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;298;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\X\DN 15\"
5232;R417;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4..(K)_datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;20;16;1600 kPa;1400 kPa;;200 kPa;4 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-2;ZR4520;;;307;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\DN 20\"
4996;GR230A-5;Drehantrieb;;Antrieb;;Auf-Zu;;;;"150 s";;;;AC 230 V;40 Nm;IP54;GR230A-5;GR230A-5_datasheet_de-ch.pdf;;PIC_EU_GR230A-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;316;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\GR..A (40 Nm)\Drosselklappen-Linkage\Auf-Zu, 3-Punkt\AC 230 V\"
276520;DR24A-7;Drehantrieb;;Antrieb;;Auf-Zu;;;;"150 s";;;;AC/DC 24 V;90 Nm;IP54;DR24A-7;DR24A-7_datasheet_de-ch.pdf;;PIC_EU_DRC24A_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;117;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\DR..A (90 Nm)\Drosselklappen-Linkage\Auf-Zu\AC/DC 24 V\"
277661;DRC24A-7;Drehantrieb;;Antrieb;;Auf-Zu;;;;"35 s";;;;AC/DC 24 V;90 Nm;IP54;DRC24A-7;DRC24A-7_datasheet_de-ch.pdf;;PIC_EU_DRC24A_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;102;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Schnellläufer-Antriebe\DRC..A (90 Nm)\Drosselklappen-Linkage\Auf-Zu\AC/DC 24 V\"
4995;GR24A-5;Drehantrieb;;Antrieb;;Auf-Zu;;;;"150 s";;;;AC/DC 24 V;40 Nm;IP54;GR24A-5;GR24A-5_datasheet_de-ch.pdf;;PIC_EU_GR24A-5_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;324;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\GR..A (40 Nm)\Drosselklappen-Linkage\Auf-Zu, 3-Punkt\AC/DC 24 V\"
4999;GR24A-SR-5;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"150 s";;;;AC/DC 24 V;40 Nm;IP54;GR24A-SR-5;GR24A-SR-5_datasheet_de-ch.pdf;;PIC_EU_GR24A-5_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;310;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\GR..A (40 Nm)\Drosselklappen-Linkage\stetig\AC/DC 24 V\"
61507;DRC24G-T-7;IP66/Nema4-Antrieb;;Antrieb;;Auf-Zu;;;;"35 s";;;;AC/DC 24 V;90 Nm;IP66;DRC24G-T-7;DRC24G-T-7_datasheet_de-ch.pdf;;PIC_EU_DRC24G-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|HH24-MG|HT24-MG;;;;326;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\IP66/Nema4-Antriebe\DRC..G\Drosselklappen-Linkage\Auf-Zu\AC/DC 24 V\"
5233;R418;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4..(K)_datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;20;16;1600 kPa;1400 kPa;;200 kPa;6.3 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-2;ZR4520;;;309;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\DN 20\"
276522;DR24A-SR-7;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"150 s";;;;AC/DC 24 V;90 Nm;IP54;DR24A-SR-7;DR24A-SR-7_datasheet_de-ch.pdf;;PIC_EU_DRC24A_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;133;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\DR..A (90 Nm)\Drosselklappen-Linkage\stetig\AC/DC 24 V\"
5491;H6020X4-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S(P)2-neutral_01_4C.jpg;20;25;2500 kPa;;;;4 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;295;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\X\DN 20\"
61575;D6500N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;500;16;1600 kPa;;;1.5 kPa;;;;24100 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S500;;;294;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
5492;H6020X6P3-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S(P)2-neutral_01_4C.jpg;20;25;2500 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;302;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\X\DN 20\"
5495;H6032X10-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S(P)2-neutral_01_4C.jpg;32;25;2500 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;291;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\X\DN 32\"
5494;H6025X10-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S(P)2-neutral_01_4C.jpg;25;25;2500 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;300;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\X\DN 25\"
5234;R419;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4..(K)_datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;20;16;1600 kPa;1400 kPa;;200 kPa;8.6 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-2;ZR4520;;;307;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\DN 20\"
5493;H6025X6P3-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S(P)2-neutral_01_4C.jpg;25;25;2500 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;296;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\X\DN 25\"
5228;R411;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4..(K)_datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;200 kPa;1.6 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-2;ZR4515;;;309;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\DN 15\"
277654;GRC24G-5;IP66/Nema4-Antrieb;;Antrieb;;Auf-Zu;;;;"35 s";;;;AC/DC 24 V;40 Nm;IP66;GRC24G-5;GRC24G-5_datasheet_de-ch.pdf;;PIC_EU_DRC24G-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|HH24-MG|HT24-MG;;;;89;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\IP66/Nema4-Antriebe\GRC..G\Drosselklappen-Linkage\Auf-Zu\AC/DC 24 V\"
