PdmarticleID;Bezeichnung;"Externer Schlüssel";StateID;"Passende Ventile";"+ /";"Passende Antriebe";"Product family 2 from Actuator";Preisempfehlung;"Regeln für Ventil Dimsionierung";"Export Media manually changed";"Export Media";6986;6987;Typ;Produktfamilie;"Schliessdruck Δps";"Differenzdruck Δpmax Wert";"kv (Werkseinstellung)";Pfad;Versions-Nr
140322;H413B/SV230A-TPC;H413B/SV230A-TPC;;H413B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H413B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";37
140323;H413B+SV24A-TPC;H413B+SV24A-TPC;;H413B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H413B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
140324;H413B/SV24A-TPC;H413B/SV24A-TPC;;H413B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H413B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
140325;H414B+SV230A-TPC;H414B+SV230A-TPC;;H414B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H414B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";37
140326;H414B/SV230A-TPC;H414B/SV230A-TPC;;H414B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H414B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";37
140327;H414B+SV24A-TPC;H414B+SV24A-TPC;;H414B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H414B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
140328;H414B/SV24A-TPC;H414B/SV24A-TPC;;H414B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H414B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
140329;H415B+SV230A-TPC;H415B+SV230A-TPC;;H415B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H415B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";37
140330;H415B/SV230A-TPC;H415B/SV230A-TPC;;H415B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H415B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";37
140331;H415B+SV24A-TPC;H415B+SV24A-TPC;;H415B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H415B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
140332;H415B/SV24A-TPC;H415B/SV24A-TPC;;H415B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H415B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
140333;H420B+SV230A-TPC;H420B+SV230A-TPC;;H420B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H420B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";37
140334;H420B/SV230A-TPC;H420B/SV230A-TPC;;H420B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H420B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";37
140335;H420B+SV24A-TPC;H420B+SV24A-TPC;;H420B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H420B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
140336;H420B/SV24A-TPC;H420B/SV24A-TPC;;H420B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H420B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
140338;H425B+SV230A-TPC;H425B+SV230A-TPC;;H425B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H425B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
140339;H425B/SV230A-TPC;H425B/SV230A-TPC;;H425B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H425B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
140340;H425B+SV24A-TPC;H425B+SV24A-TPC;;H425B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H425B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
140341;H425B/SV24A-TPC;H425B/SV24A-TPC;;H425B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H425B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";41
140342;H432B+SV230A-TPC;H432B+SV230A-TPC;;H432B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H432B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";39
140343;H432B/SV230A-TPC;H432B/SV230A-TPC;;H432B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H432B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";39
140344;H432B+SV24A-TPC;H432B+SV24A-TPC;;H432B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H432B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
140345;H432B/SV24A-TPC;H432B/SV24A-TPC;;H432B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H432B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
140346;H440B+SV230A-TPC;H440B+SV230A-TPC;;H440B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H440B+SV230A-TPC;Hubventil;900 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
140347;H440B/SV230A-TPC;H440B/SV230A-TPC;;H440B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H440B/SV230A-TPC;Hubventil;900 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";42
140348;H440B+SV24A-TPC;H440B+SV24A-TPC;;H440B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H440B+SV24A-TPC;Hubventil;900 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";46
140349;H440B/SV24A-TPC;H440B/SV24A-TPC;;H440B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H440B/SV24A-TPC;Hubventil;900 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";45
140350;H450B+SV230A-TPC;H450B+SV230A-TPC;;H450B;+;SV230A-TPC;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H450B+SV230A-TPC;Hubventil;550 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
140351;H450B/SV230A-TPC;H450B/SV230A-TPC;;H450B;/;SV230A-TPC;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H450B/SV230A-TPC;Hubventil;550 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";40
140352;H450B+SV24A-TPC;H450B+SV24A-TPC;;H450B;+;SV24A-TPC;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H450B+SV24A-TPC;Hubventil;550 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
140353;H450B/SV24A-TPC;H450B/SV24A-TPC;;H450B;/;SV24A-TPC;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H450B/SV24A-TPC;Hubventil;550 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
140354;H511B+SV230A-TPC;H511B+SV230A-TPC;;H511B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H511B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";38
140355;H511B/SV230A-TPC;H511B/SV230A-TPC;;H511B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H511B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";38
140356;H511B+SV24A-TPC;H511B+SV24A-TPC;;H511B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H511B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
140357;H511B/SV24A-TPC;H511B/SV24A-TPC;;H511B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H511B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";39
140358;H512B+SV230A-TPC;H512B+SV230A-TPC;;H512B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H512B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
140359;H512B/SV230A-TPC;H512B/SV230A-TPC;;H512B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H512B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";38
140360;H512B+SV24A-TPC;H512B+SV24A-TPC;;H512B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H512B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
140361;H512B/SV24A-TPC;H512B/SV24A-TPC;;H512B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H512B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
140362;H513B+SV230A-TPC;H513B+SV230A-TPC;;H513B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H513B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
140363;H513B/SV230A-TPC;H513B/SV230A-TPC;;H513B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H513B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
140364;H513B+SV24A-TPC;H513B+SV24A-TPC;;H513B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H513B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
140365;H513B/SV24A-TPC;H513B/SV24A-TPC;;H513B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H513B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";39
140366;H514B+SV230A-TPC;H514B+SV230A-TPC;;H514B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H514B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
140367;H514B/SV230A-TPC;H514B/SV230A-TPC;;H514B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H514B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
140368;H514B+SV24A-TPC;H514B+SV24A-TPC;;H514B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H514B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
140369;H514B/SV24A-TPC;H514B/SV24A-TPC;;H514B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H514B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";39
140370;H515B+SV230A-TPC;H515B+SV230A-TPC;;H515B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H515B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
140371;H515B/SV230A-TPC;H515B/SV230A-TPC;;H515B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H515B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
140372;H515B+SV24A-TPC;H515B+SV24A-TPC;;H515B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H515B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
140373;H515B/SV24A-TPC;H515B/SV24A-TPC;;H515B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H515B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";39
140374;H520B+SV230A-TPC;H520B+SV230A-TPC;;H520B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H520B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";38
140375;H520B/SV230A-TPC;H520B/SV230A-TPC;;H520B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H520B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
140376;H520B+SV24A-TPC;H520B+SV24A-TPC;;H520B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H520B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
140377;H520B/SV24A-TPC;H520B/SV24A-TPC;;H520B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H520B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";40
140378;H525B+SV230A-TPC;H525B+SV230A-TPC;;H525B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H525B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";39
140379;H525B/SV230A-TPC;H525B/SV230A-TPC;;H525B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H525B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";39
140380;H525B+SV24A-TPC;H525B+SV24A-TPC;;H525B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H525B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
140381;H525B/SV24A-TPC;H525B/SV24A-TPC;;H525B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H525B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
140382;H532B+SV230A-TPC;H532B+SV230A-TPC;;H532B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H532B+SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";39
140383;H532B/SV230A-TPC;H532B/SV230A-TPC;;H532B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H532B/SV230A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";39
140384;H532B+SV24A-TPC;H532B+SV24A-TPC;;H532B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H532B+SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
140385;H532B/SV24A-TPC;H532B/SV24A-TPC;;H532B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H532B/SV24A-TPC;Hubventil;1600 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
140386;H540B+SV230A-TPC;H540B+SV230A-TPC;;H540B;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H540B+SV230A-TPC;Hubventil;900 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";39
140387;H540B/SV230A-TPC;H540B/SV230A-TPC;;H540B;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H540B/SV230A-TPC;Hubventil;900 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";39
140388;H540B+SV24A-TPC;H540B+SV24A-TPC;;H540B;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H540B+SV24A-TPC;Hubventil;900 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
140389;H540B/SV24A-TPC;H540B/SV24A-TPC;;H540B;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H540B/SV24A-TPC;Hubventil;900 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
140390;H550B+SV230A-TPC;H550B+SV230A-TPC;;H550B;+;SV230A-TPC;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H550B+SV230A-TPC;Hubventil;550 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
140391;H550B/SV230A-TPC;H550B/SV230A-TPC;;H550B;/;SV230A-TPC;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H550B/SV230A-TPC;Hubventil;550 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";40
140392;H550B+SV24A-TPC;H550B+SV24A-TPC;;H550B;+;SV24A-TPC;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H550B+SV24A-TPC;Hubventil;550 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
140393;H550B/SV24A-TPC;H550B/SV24A-TPC;;H550B;/;SV24A-TPC;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H550B/SV24A-TPC;Hubventil;550 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
140394;H6015X1-S2+SV230A-TPC;H6015X1-S2+SV230A-TPC;;H6015X1-S2;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X1-S2+SV230A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..6/..7\";40
140395;H6015X1-S2/SV230A-TPC;H6015X1-S2/SV230A-TPC;;H6015X1-S2;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X1-S2/SV230A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";40
140396;H6015X1-S2+SV24A-TPC;H6015X1-S2+SV24A-TPC;;H6015X1-S2;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X1-S2+SV24A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
140397;H6015X1-S2/SV24A-TPC;H6015X1-S2/SV24A-TPC;;H6015X1-S2;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X1-S2/SV24A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";43
140398;H6015X1P6-S2+SV230A-TPC;H6015X1P6-S2+SV230A-TPC;;H6015X1P6-S2;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X1P6-S2+SV230A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";40
140399;H6015X1P6-S2/SV230A-TPC;H6015X1P6-S2/SV230A-TPC;;H6015X1P6-S2;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X1P6-S2/SV230A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";40
140400;H6015X1P6-S2+SV24A-TPC;H6015X1P6-S2+SV24A-TPC;;H6015X1P6-S2;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X1P6-S2+SV24A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
140401;H6015X1P6-S2/SV24A-TPC;H6015X1P6-S2/SV24A-TPC;;H6015X1P6-S2;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X1P6-S2/SV24A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";44
140402;H6015X2P5-S2+SV230A-TPC;H6015X2P5-S2+SV230A-TPC;;H6015X2P5-S2;+;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X2P5-S2+SV230A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";40
140403;H6015X2P5-S2/SV230A-TPC;H6015X2P5-S2/SV230A-TPC;;H6015X2P5-S2;/;SV230A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X2P5-S2/SV230A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";40
140404;H6015X2P5-S2+SV24A-TPC;H6015X2P5-S2+SV24A-TPC;;H6015X2P5-S2;+;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X2P5-S2+SV24A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
140405;H6015X2P5-S2/SV24A-TPC;H6015X2P5-S2/SV24A-TPC;;H6015X2P5-S2;/;SV24A-TPC;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H6015X2P5-S2/SV24A-TPC;Hubventil;2500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";43
