PdmarticleID;Bezeichnung;Produktfamilie;"Produktfamilie kurz";Produkttyp;Mediumstemperatur;Ansteuerung;"Arbeitsbereich Y";Kommunikation;"Notstellposition (POP) stromlos";"Laufzeit Motor";"Stellzeit Motor";Stellkraft;Hilfsschalter;Nennspannung;Nenndrehmoment;"Schutzart IEC/EN";Datenblattname;"Datenblatt PDF";3432;"Produktbild 4c/bw";DN;PN;"Zulässiger Druck ps";"Schliessdruck Δps";"Differenzdruck ∆pmin Wert";"Differenzdruck Δpmax Wert";kvs;"kvs (Sequenz I)";"kvs (Sequenz II)";kvmax;"kv variabel";"kvs theor.";"kv (Werkseinstellung)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax ger.";"Leckrate Regelpfad";"Anzahl Rohranschlüsse";"Rohranschluss Typ";Messstutzen;Medien;"Anwendung Ventil";"Elektrisches Zubehör";"Mechanisches Zubehör";V0;V1;Versions-Nr;Pfad
61356;NRF230A-3-S2;Federrücklauf-Drehantrieb;;Antrieb;;3-Punkt;;;NC;"90 s";;;"2 x EPU";AC 230 V;"10 Nm";IP54;NRF230A-3-S2;NRF230A-3-S2_datasheet_de-ch.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;334;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
140733;NR24A-MOD;Drehantrieb;;Antrieb;;kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"10 Nm";IP54;NR24A-MOD;NR24A-MOD_datasheet_de-ch.pdf;;PIC_EU_LR24A-MP_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN;;;;313;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\NR..A (10 Nm)\"
4938;LRF230-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;;AC 230 V;"4 Nm";IP54;LRF230-O;LRF230-O_datasheet_de-ch.pdf;;PIC_EU_LRF230_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;354;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\LRF.. (4 Nm)\"
5469;H7025Y10-S2;Hubventil;H;Ventil;5...200°C;;;;;;;;;;;;H7..Y..S..;H7..Y..S.._datasheet_de-ch.pdf;;PIC_EU_H7..X-S2-neutral_01_4C.jpg;25;40;4000 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;;;;;291;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN40, Flansch\3-Weg\"
5184;H780N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;80;16;1600 kPa;;;;100 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1-C;ZH780;;;288;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
61706;R7040R-B3;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R7..R-B..;R7..R-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;40;6;600 kPa;600 kPa;;100 kPa;31 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Umschaltventil;;;;;308;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Flansch, 3-Weg, PN 6 \"
5186;H7125N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;125;16;1600 kPa;;;;220 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1-D;ZH7125;;;291;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
127225;SRC24A-SR;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"35 s";;;;AC/DC 24 V;"20 Nm";IP54;SRC24A-SR;SRC24A-SR_datasheet_de-ch.pdf;;PIC_EU_SRC24A-SR_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;246;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Schnellläufer-Antriebe\SRC..A (20 Nm)\"
4942;LRQ24A-SZ;Superschnellläufer-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;;"9 s";;;;AC/DC 24 V;"4 Nm";IP54;LRQ24A-SZ;LRQ24A-SZ_datasheet_de-ch.pdf;;PIC_EU_LRQ24A-neutral_02_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;328;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Superschnellläufer-Antriebe\LRQ..A (4 Nm)\"
61355;NRF230A-3-O;Federrücklauf-Drehantrieb;;Antrieb;;3-Punkt;;;NO;"90 s";;;;AC 230 V;"10 Nm";IP54;NRF230A-3-O;NRF230A-3-O_datasheet_de-ch.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;326;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
61354;NRF230A-3;Federrücklauf-Drehantrieb;;Antrieb;;3-Punkt;;;NC;"90 s";;;;AC 230 V;"10 Nm";IP54;NRF230A-3;NRF230A-3_datasheet_de-ch.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
61387;R6065W63-S8;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R6..W..-S8;R6..W..-S8_datasheet_de-ch.pdf;;PIC_EU_R6-W-S8-neutral_BW.jpg;65;16;1600 kPa;690 kPa;;400 kPa;63 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Regelventil;ZR24-F05;;;;347;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 2-Weg, PN 16\"
5465;H7200W630-S7;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..W..S7;H7..W..S7_datasheet_de-ch.pdf;;PIC_EU_H7..W..S7_01_SW.jpg;200;16;1600 kPa;;;;630 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1-D;;;;295;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\W\"
4943;NRF24A-SZ;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;NC;"90 s";;;;AC/DC 24 V;"10 Nm";IP54;NRF24A-SZ;NRF24A-SZ_datasheet_de-ch.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;324;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
145518;NV24A-MOD;Hubantrieb;;Antrieb;;kommunikativ;;"Modbus RTU";;;"150 s / 20 mm";"1000 N";;AC/DC 24 V;;IP54;NV24A-MOD;NV24A-MOD_datasheet_de-ch.pdf;;PIC_EU_NV24ALON_01_4c.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN;;;;330;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Standardantriebe\NV..A (1000N)\"
4939;LRF230-S;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;"2 x EPU";AC 230 V;"4 Nm";IP54;LRF230-S;LRF230-S_datasheet_de-ch.pdf;;PIC_EU_LRF..-S2_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;367;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\LRF.. (4 Nm)\"
5185;H7100N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;100;16;1600 kPa;;;;145 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1-C;ZH7100;;;288;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
5183;H779N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;80;16;1600 kPa;;;;90 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1-C;ZH780;;;291;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
5187;H7150N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;150;16;1600 kPa;;;;320 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1-D;ZH7150;;;286;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
5470;H7032Y16-S2;Hubventil;H;Ventil;5...200°C;;;;;;;;;;;;H7..Y..S..;H7..Y..S.._datasheet_de-ch.pdf;;PIC_EU_H7..X-S2-neutral_01_4C.jpg;32;40;4000 kPa;;;;16 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;;;;;286;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN40, Flansch\3-Weg\"
61707;R7050R-B3;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R7..R-B..;R7..R-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;50;6;600 kPa;600 kPa;;100 kPa;49 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Umschaltventil;;;;;307;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Flansch, 3-Weg, PN 6 \"
5468;H7020Y6P3-S2;Hubventil;H;Ventil;5...200°C;;;;;;;;;;;;H7..Y..S..;H7..Y..S.._datasheet_de-ch.pdf;;PIC_EU_H7..X-S2-neutral_01_4C.jpg;20;40;4000 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;;;;;290;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN40, Flansch\3-Weg\"
5188;H711R;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..R;H7..R_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;15;6;600 kPa;;;;0.63 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;289;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN6, Flansch\3-Weg\"
61734;SRQ24A;Superschnellläufer-Drehantrieb;;Antrieb;;Auf-Zu;;;;"9 s";;;;AC/DC 24 V;"16 Nm";IP54;SRQ24A;SRQ24A_datasheet_de-ch.pdf;;PIC_EU_GR230A-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;317;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Superschnellläufer-Antriebe\SRQ..A (20 Nm)\"
4944;NRF24A-SZ-O;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;NO;"90 s";;;;AC/DC 24 V;"10 Nm";IP54;NRF24A-SZ-O;NRF24A-SZ-O_datasheet_de-ch.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
61823;R3050-BL4;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R3..-BL..;R3..-BL.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;50;16;1600 kPa;500 kPa;;350 kPa;75 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2350;;;311;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, L-Bohrung\"
5466;H7250W1000-S7;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..W..S7;H7..W..S7_datasheet_de-ch.pdf;;PIC_EU_H7..W..S7_01_SW.jpg;250;16;1600 kPa;;;;1000 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1-D;;;;287;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\W\"
61822;R3040-BL4;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R3..-BL..;R3..-BL.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;40;16;1600 kPa;500 kPa;;350 kPa;47 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2340;;;314;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, L-Bohrung\"
61357;NRF230A-3-S2-O;Federrücklauf-Drehantrieb;;Antrieb;;3-Punkt;;;NO;"90 s";;;"2 x EPU";AC 230 V;"10 Nm";IP54;NRF230A-3-S2-O;NRF230A-3-S2-O_datasheet_de-ch.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
4940;LRF230-S-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;"2 x EPU";AC 230 V;"4 Nm";IP54;LRF230-S-O;LRF230-S-O_datasheet_de-ch.pdf;;PIC_EU_LRF..-S2_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;357;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\LRF.. (4 Nm)\"
5467;H7015Y4-S2;Hubventil;H;Ventil;5...200°C;;;;;;;;;;;;H7..Y..S..;H7..Y..S.._datasheet_de-ch.pdf;;PIC_EU_H7..X-S2-neutral_01_4C.jpg;15;40;4000 kPa;;;;4 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;;;;;296;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN40, Flansch\3-Weg\"
4941;LRQ24A-SR;Superschnellläufer-Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"9 s";;;;AC/DC 24 V;"4 Nm";IP54;LRQ24A-SR;LRQ24A-SR_datasheet_de-ch.pdf;;PIC_EU_LRQ24A-neutral_02_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;350;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Superschnellläufer-Antriebe\LRQ..A (4 Nm)\"
253470;CQ24A-SZ-T;"Drehantrieb (ZoneTight)";QCV;Antrieb;;stetig;DC 0.5...10 V;;;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQ24A-SZ-T;CQ24A-SZ-T_datasheet_de-ch.pdf;;PIC_EU_CQ24A-SZ-T_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;CR24-A3|CR24-B3;ZCQ-E|ZCQ-W;;;270;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
61832;SRFA-S2;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;"2 x EPU";AC 24...240 V / DC 24...125 V;"20 Nm";IP54;SRFA-S2;SRFA-S2_datasheet_de-ch.pdf;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
4945;NRF24A-SZ-S2;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;NC;"90 s";;;"2 x EPU";AC/DC 24 V;"10 Nm";IP54;NRF24A-SZ-S2;NRF24A-SZ-S2_datasheet_de-ch.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;335;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
4949;NRFD230A-3-S2;Federrücklauf-Drehantrieb;;Antrieb;;3-Punkt;;;NC;"35 s";;;"2 x EPU";AC 230 V;"5 Nm";IP54;NRFD230A-3-S2;NRFD230A-3-S2_datasheet_de-ch.pdf;;PIC_EU_NRFD230A-3_S2_neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;327;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
61398;SRF230A-S2-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;"2 x EPU";AC 230 V;"20 Nm";IP54;SRF230A-S2-O;SRF230A-S2-O_datasheet_de-ch.pdf;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
4946;NRF24A-SZ-S2-O;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;NO;"90 s";;;"2 x EPU";AC/DC 24 V;"10 Nm";IP54;NRF24A-SZ-S2-O;NRF24A-SZ-S2-O_datasheet_de-ch.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;333;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
5473;H7065Y63-S4;Hubventil;H;Ventil;5...200°C;;;;;;;;;;;;H7..Y..S..;H7..Y..S.._datasheet_de-ch.pdf;;PIC_EU_H7..X-S2-neutral_01_4C.jpg;65;40;4000 kPa;;;;63 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;;;;;288;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN40, Flansch\3-Weg\"
5189;H712R;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..R;H7..R_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;15;6;600 kPa;;;;1 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;286;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN6, Flansch\3-Weg\"
61399;SRF230A-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;;AC 230 V;"20 Nm";IP54;SRF230A-O;SRF230A-O_datasheet_de-ch.pdf;;PIC_EU_SRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
4950;NRFD230A-3-S2-O;Federrücklauf-Drehantrieb;;Antrieb;;3-Punkt;;;NO;"35 s";;;"2 x EPU";AC 230 V;"5 Nm";IP54;NRFD230A-3-S2-O;NRFD230A-3-S2-O_datasheet_de-ch.pdf;;PIC_EU_NRFD230A-3_S2_neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;326;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
253471;CQ24A-MPL-T;"Drehantrieb (ZoneTight)";QCV;Antrieb;;kommunikativ;;MP-Bus;;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQ24A-MPL-T;CQ24A-MPL-T_datasheet_de-ch.pdf;;PIC_EU_CQ24A-MPL-T-ret_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK2-GEN|ZFP2-MP|ZN230-24MP;ZCQ-E|ZCQ-W;;;313;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
61396;R6150W320-S8;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R6..W..-S8;R6..W..-S8_datasheet_de-ch.pdf;;PIC_EU_R6-W-S8-neutral_BW.jpg;150;16;1600 kPa;690 kPa;;400 kPa;320 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Regelventil;ZR24-F05;;;;331;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 2-Weg, PN 16\"
5190;H713R;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..R;H7..R_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;15;6;600 kPa;;;;1.6 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;290;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN6, Flansch\3-Weg\"
4947;NRFD230A-3;Federrücklauf-Drehantrieb;;Antrieb;;3-Punkt;;;NC;"35 s";;;;AC 230 V;"5 Nm";IP54;NRFD230A-3;NRFD230A-3_datasheet_de-ch.pdf;;PIC_EU_NRFD230A-3_neutral_02_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
5191;H714R;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..R;H7..R_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;15;6;600 kPa;;;;2.5 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;290;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN6, Flansch\3-Weg\"
5471;H7040Y25-S2;Hubventil;H;Ventil;5...200°C;;;;;;;;;;;;H7..Y..S..;H7..Y..S.._datasheet_de-ch.pdf;;PIC_EU_H7..X-S2-neutral_01_4C.jpg;40;40;4000 kPa;;;;25 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;;;;;291;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN40, Flansch\3-Weg\"
61400;SRF24A-S2-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;"2 x EPU";AC/DC 24 V;"20 Nm";IP54;SRF24A-S2-O;SRF24A-S2-O_datasheet_de-ch.pdf;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
253468;CQ24A-T;"Drehantrieb (ZoneTight)";QCV;Antrieb;;Auf-Zu|3-Punkt;;;;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQ24A-T;CQ24A-T_datasheet_de-ch.pdf;;PIC_EU_CQ24A-T_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E|ZCQ-W;;;269;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
61830;SRFA;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;;AC 24...240 V / DC 24...125 V;"20 Nm";IP54;SRFA;SRFA_datasheet_de-ch.pdf;;PIC_EU_SRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
253469;CQ230A-T;"Drehantrieb (ZoneTight)";QCV;Antrieb;;Auf-Zu|3-Punkt;;;;"75 s";;;;AC 230 V;"1 Nm";IP40;CQ230A-T;CQ230A-T_datasheet_de-ch.pdf;;PIC_EU_CQ24A-T_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E|ZCQ-W;;;275;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
5193;H720R;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..R;H7..R_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;20;6;600 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;292;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN6, Flansch\3-Weg\"
5476;H7015X4-S2;Hubventil;H;Ventil;5...200°C;;;;;;;;;;;;H7..X..S..;H7..X..S.._datasheet_de-ch.pdf;;PIC_EU_H7..X-S2-neutral_01_4C.jpg;15;25;2500 kPa;;;;4 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;;;;;280;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\3-Weg\"
61827;SRFA-5-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;;AC 24...240 V / DC 24...125 V;"20 Nm";IP54;SRFA-5-O;SRFA-5-O_datasheet_de-ch.pdf;;PIC_EU_SRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;290;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
