PdmarticleID;Label;"External Key";"Nominal voltage";"Power consumption in operation";"Power consumption in rest position";"Power consumption for wire sizing";Connection;"Nominal torque";"Spring torque value";"Actuating force";"Emergency control function";"Angle of rotation";"Running time motor";"Running time emergency control position";"Actuating time motor";"Actuating time emergency control function";"Running time reference";"Sound power level motor";Control;"Operating range Y";"Position feedback U";"Control signal Y variable";"Connection supply / control";"Degree of protection IEC/EN";"Ambient temperature";6287;"Product picture 4c/bw";"Data sheet name";"Data sheet PDF";"Company [Competitor]";"Serie Valve [Competitor]";"Serie Actuator [Competitor]";"Product type Actuator [Competitor]";"Product type valve [competitor]";DN;kvs;PN;Stroke;"Voltage [Competitor]";"Sound power level [Competitor]";"Control type [Competitor]";"Running Time min [Competitor]";"Running Time max [Competitor]";"Torque [Competitor]";"Stroke [Competitor]";"Power consumption [Competitor]";"Connection [Competitor]";"Safety function [Competitor]";"Integrated switch [Competitor]";"Integrated potentiometer [Competitor]";"Degree of protection [Competitor]";"Angle of rotation [Competitor]";"Working range [Competitor]";"Positioning feedback [Competitor]";"Spindle driver [Competitor]";"Manual override [Competitor]";"Additional Specification [Competitor]";"Belimo Retrofit1 Antrieb";"Belimo Retrofit1 Accessory1";"Belimo Retrofit1 Form fit adapter";"Belimo Retrofit1 Reducer";"Belimo Retrofit1 Insulation cover";"Belimo Retrofit2 Actuator";"Belimo Retrofit2 Accessory1";"Belimo Retrofit2 Form fit adapter";"Belimo Retrofit2 Reducer";"Belimo Retrofit3 Actuator";"Belimo Retrofit3 Accessory";"Belimo Retrofit3 Form fit adapter";"Belimo Retrofit4 Actuator";"Belimo Retrofit4 Accessory";"Belimo Retrofit4 Form fit adapter";"Belimo Retrofit Valve";"Belimo Retrofit VA-Unit";"Version Number";Path
298519;"V5015A_DN 40";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5015A;;;"Globe valve";40;25 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298521;"V5015A_DN 65";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5015A;;;"Globe valve";65;65 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;24;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
300344;"Serie 63_DN 80";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Econosto;"Serie 63";;;"Rotary valve";80;336 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;33;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\Econosto\"
299420;"MZF 3779";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Schneider Electric TAC Satchwell Siebe";"MZF Spindle 3/8""";;;"Globe valve";80;80 m³/h;;26 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Schneider Electric TAC Satchwell Siebe\"
298977;VG7401ET;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"VG7401 (AT-LT 150°)";;;"Globe valve";15;1.6 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
300346;"Serie 63_DN 125";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Econosto;"Serie 63";;;"Rotary valve";125;840 m³/h;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-MF-R|GR24A-MP-R|GR24A-R;;ZGF-17;;;PRCA-S2-T|PRCA-BAC-S2-T|PRKCA-BAC-S2-T;;ZPR05;;;;;;;;;;41;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\Econosto\"
299423;"MZF 3958";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Schneider Electric TAC Satchwell Siebe";"MZF Spindle 3/8""";;;"Globe valve";150;315 m³/h;;38 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;19;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Schneider Electric TAC Satchwell Siebe\"
299425;"VSF 1626";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Schneider Electric TAC Satchwell Siebe";VSF;;;"Globe valve";40;25 m³/h;;16 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Schneider Electric TAC Satchwell Siebe\"
299878;VVF61.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;"Globe valve";15;0.7 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens\"
298526;V5025A1019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5025A;;;"Globe valve";15;0.4 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298966;VG7203FT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"VG7203 (AT-LT 150°)";;;"Globe valve";15;2.5 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298516;V5013R1099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5013R;;;"Globe valve";50;40 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
299880;VVF61.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;"Globe valve";15;1.9 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens\"
299882;VVF61.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;"Globe valve";25;3.0 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens\"
299430;"VZF 1902";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Schneider Electric TAC Satchwell Siebe";"VZF Spindle 1/4""";;;"Globe valve";125;200 m³/h;;38 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;19;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Schneider Electric TAC Satchwell Siebe\"
299875;VVF61.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;"Globe valve";15;0.19 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens\"
298523;V5015A1151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5015A;;;"Globe valve";100;140 m³/h;;38 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;19;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
300339;"Serie 63_DN 25";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Econosto;"Serie 63";;;"Rotary valve";25;27.8 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;33;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\Econosto\"
300337;"Z014-A Zweiflach_DN 300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ebro;"Z014-A Zweiflach";;;"Rotary valve";300;8500 m³/h;;;;;;;;;;;;;;;;;;;;;;SY4-230-3-T|SY4-230-MP-T|SY4-230-SR-T|SY4-24-3-T|SY4-24-MP-T|SY4-24-SR-T;;ZSY-011;;;;;;;;;;;;;;;32;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\Ebro\"
300343;"Serie 63_DN 65";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Econosto;"Serie 63";;;"Rotary valve";65;201 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;38;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\Econosto\"
299885;VVG41.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVG41;;;"Globe valve";15;0.63 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens\"
299419;"MZF 3729";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Schneider Electric TAC Satchwell Siebe";"MZF Spindle 3/8""";;;"Globe valve";65;63 m³/h;;26 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;24;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Schneider Electric TAC Satchwell Siebe\"
298518;"V5015A_DN 32";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5015A;;;"Globe valve";32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
299427;"VZF 1727";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Schneider Electric TAC Satchwell Siebe";"VZF Spindle 1/4""";;;"Globe valve";65;63 m³/h;;26 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;24;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Schneider Electric TAC Satchwell Siebe\"
298976;VG7401DT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"VG7401 (AT-LT 150°)";;;"Globe valve";15;1.0 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
299422;"MZF 3904";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Schneider Electric TAC Satchwell Siebe";"MZF Spindle 3/8""";;;"Globe valve";125;200 m³/h;;38 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;19;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Schneider Electric TAC Satchwell Siebe\"
300341;"Serie 63_DN 40";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Econosto;"Serie 63";;;"Rotary valve";40;58 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;33;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\Econosto\"
299887;VVG41.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVG41;;;"Globe valve";15;1.6 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens\"
298968;VG7203LT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"VG7203 (AT-LT 150°)";;;"Globe valve";20;6.3 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298971;VG7203RT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"VG7203 (NT-ST)";;;"Globe valve";40;25 m³/h;;19 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298537;V5025A1126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5025A;;;"Globe valve";65;63 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;34;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
300355;"F322_DN 80";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Keystone;F322;;;"Rotary valve";80;406 m³/h;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-MF-R|GR24A-MP-R|GR24A-R;;ZGV-19;ZGI-009;;;;;;;;;;;;;;35;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\Keystone\"
299892;VVG41.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVG41;;;"Globe valve";32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens\"
299890;VVG41.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVG41;;;"Globe valve";20;6.3 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens\"
298986;VG7403DT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"VG7403 (AT-LT 150°)";;;"Globe valve";15;1.0 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
300348;"Serie 63_DN 200";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Econosto;"Serie 63";;;"Rotary valve";200;2470 m³/h;;;;;;;;;;;;;;;;;;;;;;PRCA-S2-T|PRCA-BAC-S2-T|PRKCA-BAC-S2-T;;ZPR05;;;;;;;;;;;;;;;41;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\Econosto\"
300360;"Figure 14/16/38_DN 32";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Keystone;"Figure 14/16/38";;;"Rotary valve";32;;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-08;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-08;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-08;;;;;;33;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\Keystone\"
299897;VXF21.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VXF21;;;"Globe valve";25;5.0 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens\"
298532;V5025A1076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5025A;;;"Globe valve";20;6.3 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
299434;"VZF 1852";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Schneider Electric TAC Satchwell Siebe";"VZF Spindle 3/8""";;;"Globe valve";100;125 m³/h;;26 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;24;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Schneider Electric TAC Satchwell Siebe\"
299439;VB-9313-0-5-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Schneider Electric TAC Satchwell Siebe";VB-9313;;;"Globe valve";100;147 m³/h;;22 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Schneider Electric TAC Satchwell Siebe\"
298978;VG7401FT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"VG7401 (AT-LT 150°)";;;"Globe valve";15;2.5 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298988;VG7403FT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"VG7403 (AT-LT 150°)";;;"Globe valve";15;2.5 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298983;VG7401ST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"VG7401 (NT-ST)";;;"Globe valve";50;40 m³/h;;19 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298980;VG7401NT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"VG7401 (NT-ST)";;;"Globe valve";25;10 m³/h;;13 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298527;V5025A1027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5025A;;;"Globe valve";15;0.63 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
