PdmarticleID;Label;"External Key";StateID;"Suitable valves";"Installation options symbol";"Suitable actuators";"Product family 2 from Actuator";"Recommended price";"Rules for valve sizing";"Export Media manually changed";"Export Media";6986;6987;Type;"Product family";"Closing pressure Δps";"Differential pressure Δpmax value";"kv (factory setting)";Path;"Version Number"
115747;R3015-1-S1/LRF24-SR;R3015-1-S1/LRF24-SR;;R3015-1-S1;/;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-1-S1/LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
115752;R3015-1P6-S1+LRF24-SR;R3015-1P6-S1+LRF24-SR;;R3015-1P6-S1;+;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-1P6-S1+LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
115753;R3015-1P6-S1/LRF24-SR;R3015-1P6-S1/LRF24-SR;;R3015-1P6-S1;/;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-1P6-S1/LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
115893;D640N/SRC24A-SR-5;D640N/SRC24A-SR-5;;D640N;/;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D640N/SRC24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115864;D6600N+SY12-230A-3-T;D6600N+SY12-230A-3-T;;D6600N;+;SY12-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6600N+SY12-230A-3-T;"Butterfly valve";1000 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115894;D650N+SRC24A-SR-5;D650N+SRC24A-SR-5;;D650N;+;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D650N+SRC24A-SR-5;"Butterfly valve";1200 kPa;10 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115844;D6500N+SY8-230A-3-T;D6500N+SY8-230A-3-T;;D6500N;+;SY8-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6500N+SY8-230A-3-T;"Butterfly valve";600 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115868;D6600NL+SY10-230A-3-T;D6600NL+SY10-230A-3-T;;D6600NL;+;SY10-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6600NL+SY10-230A-3-T;"Butterfly valve";600 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115895;D650N/SRC24A-SR-5;D650N/SRC24A-SR-5;;D650N;/;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D650N/SRC24A-SR-5;"Butterfly valve";1200 kPa;10 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115846;D6700N+SY12-230A-3-T;D6700N+SY12-230A-3-T;;D6700N;+;SY12-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6700N+SY12-230A-3-T;"Butterfly valve";200 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";53
115870;D6600NL+SY12-230A-3-T;D6600NL+SY12-230A-3-T;;D6600NL;+;SY12-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6600NL+SY12-230A-3-T;"Butterfly valve";1000 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115932;R3015-BL1+LRF24;R3015-BL1+LRF24;;R3015-BL1;+;LRF24;"Actuator with emergency control function";1;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-BL1+LRF24;"Change-over ball valve";500 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
115896;D650NL+SRC24A-SR-5;D650NL+SRC24A-SR-5;;D650NL;+;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D650NL+SRC24A-SR-5;"Butterfly valve";1200 kPa;10 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115850;D6700NL+SY12-230A-3-T;D6700NL+SY12-230A-3-T;;D6700NL;+;SY12-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6700NL+SY12-230A-3-T;"Butterfly valve";200 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115884;D6400N+SY6-230-3-T;D6400N+SY6-230-3-T;;D6400N;+;SY6-230-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6400N+SY6-230-3-T;"Butterfly valve";600 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";53
115922;R3015-4-S1+LRF24-SR;R3015-4-S1+LRF24-SR;;R3015-4-S1;+;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-4-S1+LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";49
115933;R3015-BL1/LRF24;R3015-BL1/LRF24;;R3015-BL1;/;LRF24;"Actuator with emergency control function";1;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-BL1/LRF24;"Change-over ball valve";500 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
115852;D6500N+SY9-230A-3-T;D6500N+SY9-230A-3-T;;D6500N;+;SY9-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6500N+SY9-230A-3-T;"Butterfly valve";1000 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115897;D650NL/SRC24A-SR-5;D650NL/SRC24A-SR-5;;D650NL;/;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D650NL/SRC24A-SR-5;"Butterfly valve";1200 kPa;10 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115886;D6400NL+SY6-230-3-T;D6400NL+SY6-230-3-T;;D6400NL;+;SY6-230-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6400NL+SY6-230-3-T;"Butterfly valve";600 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";53
115923;R3015-4-S1/LRF24-SR;R3015-4-S1/LRF24-SR;;R3015-4-S1;/;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-4-S1/LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";49
115854;D6500NL+SY8-230A-3-T;D6500NL+SY8-230A-3-T;;D6500NL;+;SY8-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6500NL+SY8-230A-3-T;"Butterfly valve";600 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115898;D665N+SRC24A-SR-5;D665N+SRC24A-SR-5;;D665N;+;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D665N+SRC24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115888;D625N+SRC24A-SR-5;D625N+SRC24A-SR-5;;D625N;+;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D625N+SRC24A-SR-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115924;R3015-BL1+LRF230;R3015-BL1+LRF230;;R3015-BL1;+;LRF230;"Actuator with emergency control function";1;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-BL1+LRF230;"Change-over ball valve";500 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";48
115856;D6500NL+SY9-230A-3-T;D6500NL+SY9-230A-3-T;;D6500NL;+;SY9-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6500NL+SY9-230A-3-T;"Butterfly valve";1000 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115899;D665N/SRC24A-SR-5;D665N/SRC24A-SR-5;;D665N;/;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D665N/SRC24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115916;R3015-2P5-S1+LRF24-SR;R3015-2P5-S1+LRF24-SR;;R3015-2P5-S1;+;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-2P5-S1+LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";49
115889;D625N/SRC24A-SR-5;D625N/SRC24A-SR-5;;D625N;/;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D625N/SRC24A-SR-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115925;R3015-BL1/LRF230;R3015-BL1/LRF230;;R3015-BL1;/;LRF230;"Actuator with emergency control function";1;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-BL1/LRF230;"Change-over ball valve";500 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";48
115858;D6450N+SY8-230A-3-T;D6450N+SY8-230A-3-T;;D6450N;+;SY8-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6450N+SY8-230A-3-T;"Butterfly valve";1000 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115900;D665NL+SRC24A-SR-5;D665NL+SRC24A-SR-5;;D665NL;+;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D665NL+SRC24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115917;R3015-2P5-S1/LRF24-SR;R3015-2P5-S1/LRF24-SR;;R3015-2P5-S1;/;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-2P5-S1/LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";49
115890;D632N+SRC24A-SR-5;D632N+SRC24A-SR-5;;D632N;+;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D632N+SRC24A-SR-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115860;D6450NL+SY8-230A-3-T;D6450NL+SY8-230A-3-T;;D6450NL;+;SY8-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6450NL+SY8-230A-3-T;"Butterfly valve";1000 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115901;D665NL/SRC24A-SR-5;D665NL/SRC24A-SR-5;;D665NL;/;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D665NL/SRC24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115891;D632N/SRC24A-SR-5;D632N/SRC24A-SR-5;;D632N;/;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D632N/SRC24A-SR-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115862;D6600N+SY10-230A-3-T;D6600N+SY10-230A-3-T;;D6600N;+;SY10-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6600N+SY10-230A-3-T;"Butterfly valve";600 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
115892;D640N+SRC24A-SR-5;D640N+SRC24A-SR-5;;D640N;+;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;D640N+SRC24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";51
115950;R3015-P4-S1+LRF24-SR;R3015-P4-S1+LRF24-SR;;R3015-P4-S1;+;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-P4-S1+LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";48
115951;R3015-P4-S1/LRF24-SR;R3015-P4-S1/LRF24-SR;;R3015-P4-S1;/;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-P4-S1/LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";48
115944;R3015-P25-S1+LRF24-SR;R3015-P25-S1+LRF24-SR;;R3015-P25-S1;+;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-P25-S1+LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";48
115945;R3015-P25-S1/LRF24-SR;R3015-P25-S1/LRF24-SR;;R3015-P25-S1;/;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-P25-S1/LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";48
115956;R3015-P63-S1+LRF24-SR;R3015-P63-S1+LRF24-SR;;R3015-P63-S1;+;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-P63-S1+LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";49
115957;R3015-P63-S1/LRF24-SR;R3015-P63-S1/LRF24-SR;;R3015-P63-S1;/;LRF24-SR;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-P63-S1/LRF24-SR;"Characterised control valve";1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";49
116086;D6450NL+SY7-230A-3-T;D6450NL+SY7-230A-3-T;;D6450NL;+;SY7-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6450NL+SY7-230A-3-T;"Butterfly valve";600 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
116097;R3020-1-2P5-B2/LR24A-MP;R3020-1-2P5-B2/LR24A-MP;;R3020-1-2P5-B2;/;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1-2P5-B2/LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116098;R3020-1-2P5-B2+LR24A-SR;R3020-1-2P5-B2+LR24A-SR;;R3020-1-2P5-B2;+;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1-2P5-B2+LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116099;R3020-1-2P5-B2/LR24A-SR;R3020-1-2P5-B2/LR24A-SR;;R3020-1-2P5-B2;/;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1-2P5-B2/LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116090;R3020-1-1P6-B2+LR24A-MP;R3020-1-1P6-B2+LR24A-MP;;R3020-1-1P6-B2;+;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1-1P6-B2+LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116091;R3020-1-1P6-B2/LR24A-MP;R3020-1-1P6-B2/LR24A-MP;;R3020-1-1P6-B2;/;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1-1P6-B2/LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116092;R3020-1-1P6-B2+LR24A-SR;R3020-1-1P6-B2+LR24A-SR;;R3020-1-1P6-B2;+;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1-1P6-B2+LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116102;R3020-1P6-1-B2+LR24A-MP;R3020-1P6-1-B2+LR24A-MP;;R3020-1P6-1-B2;+;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1P6-1-B2+LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116093;R3020-1-1P6-B2/LR24A-SR;R3020-1-1P6-B2/LR24A-SR;;R3020-1-1P6-B2;/;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1-1P6-B2/LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116103;R3020-1P6-1-B2/LR24A-MP;R3020-1P6-1-B2/LR24A-MP;;R3020-1P6-1-B2;/;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1P6-1-B2/LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116080;D6400N+SY7-230A-3-T;D6400N+SY7-230A-3-T;;D6400N;+;SY7-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6400N+SY7-230A-3-T;"Butterfly valve";1000 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
116104;R3020-1P6-1-B2+LR24A-SR;R3020-1P6-1-B2+LR24A-SR;;R3020-1P6-1-B2;+;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1P6-1-B2+LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116082;D6400NL+SY7-230A-3-T;D6400NL+SY7-230A-3-T;;D6400NL;+;SY7-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6400NL+SY7-230A-3-T;"Butterfly valve";1000 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
116105;R3020-1P6-1-B2/LR24A-SR;R3020-1P6-1-B2/LR24A-SR;;R3020-1P6-1-B2;/;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1P6-1-B2/LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116096;R3020-1-2P5-B2+LR24A-MP;R3020-1-2P5-B2+LR24A-MP;;R3020-1-2P5-B2;+;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1-2P5-B2+LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116084;D6450N+SY7-230A-3-T;D6450N+SY7-230A-3-T;;D6450N;+;SY7-230A-3-T;"Fast runner";0;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;D6450N+SY7-230A-3-T;"Butterfly valve";600 kPa;1.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";52
116127;R3020-2P5-1-B2/LR24A-MP;R3020-2P5-1-B2/LR24A-MP;;R3020-2P5-1-B2;/;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-2P5-1-B2/LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116117;R3020-1P6-2P5-B2/LR24A-SR;R3020-1P6-2P5-B2/LR24A-SR;;R3020-1P6-2P5-B2;/;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1P6-2P5-B2/LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";48
116157;R3020-P63-2P5-B2/LR24A-MP;R3020-P63-2P5-B2/LR24A-MP;;R3020-P63-2P5-B2;/;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-P63-2P5-B2/LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";41
116147;R3020-2P5-P63-B2/LR24A-SR;R3020-2P5-P63-B2/LR24A-SR;;R3020-2P5-P63-B2;/;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-2P5-P63-B2/LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";42
116128;R3020-2P5-1-B2+LR24A-SR;R3020-2P5-1-B2+LR24A-SR;;R3020-2P5-1-B2;+;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-2P5-1-B2+LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116138;R3020-2P5-2P5-B2+LR24A-MP;R3020-2P5-2P5-B2+LR24A-MP;;R3020-2P5-2P5-B2;+;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-2P5-2P5-B2+LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116158;R3020-P63-2P5-B2+LR24A-SR;R3020-P63-2P5-B2+LR24A-SR;;R3020-P63-2P5-B2;+;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-P63-2P5-B2+LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";41
116108;R3020-1P6-1P6-B2+LR24A-MP;R3020-1P6-1P6-B2+LR24A-MP;;R3020-1P6-1P6-B2;+;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1P6-1P6-B2+LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116129;R3020-2P5-1-B2/LR24A-SR;R3020-2P5-1-B2/LR24A-SR;;R3020-2P5-1-B2;/;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-2P5-1-B2/LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116139;R3020-2P5-2P5-B2/LR24A-MP;R3020-2P5-2P5-B2/LR24A-MP;;R3020-2P5-2P5-B2;/;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-2P5-2P5-B2/LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116159;R3020-P63-2P5-B2/LR24A-SR;R3020-P63-2P5-B2/LR24A-SR;;R3020-P63-2P5-B2;/;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-P63-2P5-B2/LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";41
116109;R3020-1P6-1P6-B2/LR24A-MP;R3020-1P6-1P6-B2/LR24A-MP;;R3020-1P6-1P6-B2;/;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1P6-1P6-B2/LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116170;R3015-S1+LRF24;R3015-S1+LRF24;;R3015-S1;+;LRF24;"Actuator with emergency control function";1;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-S1+LRF24;"Change-over ball valve";1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
116140;R3020-2P5-2P5-B2+LR24A-SR;R3020-2P5-2P5-B2+LR24A-SR;;R3020-2P5-2P5-B2;+;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-2P5-2P5-B2+LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116120;R3020-1P6-P63-B2+LR24A-MP;R3020-1P6-P63-B2+LR24A-MP;;R3020-1P6-P63-B2;+;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1P6-P63-B2+LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116110;R3020-1P6-1P6-B2+LR24A-SR;R3020-1P6-1P6-B2+LR24A-SR;;R3020-1P6-1P6-B2;+;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-1P6-1P6-B2+LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116150;R3020-P63-1P6-B2+LR24A-MP;R3020-P63-1P6-B2+LR24A-MP;;R3020-P63-1P6-B2;+;LR24A-MP;"Communicative actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-P63-1P6-B2+LR24A-MP;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";41
116141;R3020-2P5-2P5-B2/LR24A-SR;R3020-2P5-2P5-B2/LR24A-SR;;R3020-2P5-2P5-B2;/;LR24A-SR;"Standard actuator";1;"Scenario 5";;PPK|SelectPro|VDI3805|Internet_EU;;;R3020-2P5-2P5-B2/LR24A-SR;"Characterised control valve";100 kPa;100 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";47
116171;R3015-S1/LRF24;R3015-S1/LRF24;;R3015-S1;/;LRF24;"Actuator with emergency control function";1;"Scenario 1";;PPK|SelectPro|VDI3805|Internet_EU;;;R3015-S1/LRF24;"Change-over ball valve";1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
