PdmarticleID;Label;"Product family";"Product family short";"Product type";"Medium temperature";Control;"Operating range Y";Communication;"Emergency setting position (POP) deenergised";"Running time motor";"Actuating time motor";"Actuating force";"Auxiliary switch";"Nominal voltage";"Nominal torque";"Degree of protection IEC/EN";"Data sheet name";"Data sheet PDF";3432;"Product picture 4c/bw";DN;PN;"Permissible pressure ps";"Closing pressure Δps";"Differential pressure ∆pmin value";"Differential pressure Δpmax value";kvs;"kvs (Sequence I)";"kvs (Sequence II)";kvmax;"kv variable";"﻿kvs theor.";"kv (factory setting)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax low-n";"Control path leakage rate";"Number of pipe connections";"Pipe connection type";"Measurement ports";Media;"Valve application";"Electrical accessories";"Mechanical accessories";V0;V1;"Version Number";Path
PdmarticleID;Label;891;6667;6691;22;281;121;6517;6577;230;6650;118;112;83;260;144;406;660;3432;377;15;528;23;18;7308;28;14;510;511;78;6853;6827;6684;3460;6516;7153;548;549;7311;7456;6686;6560;6561;7312;6673;6666;581;582;7392;7393;VersionNr;Path
61654;R3032-16-S3;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;32;16;1600 kPa;1400 kPa;;350 kPa;16 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Control valve";;ZR2332;;;356;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 3-way\"
61655;R3040-16-S3;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;40;16;1600 kPa;1400 kPa;;350 kPa;16 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Control valve";;ZR2340;;;354;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 3-way\"
101235;EVC24A-SR;"Globe valve actuator";;Actuator;;modulating;DC 2...10 V;;;;"35 s / 40 mm";"2500 N";;AC/DC 24 V;;IP54;EVC24A-SR;EVC24A-SR_datasheet_en-gb.pdf;;PIC_EU_EVC24A-SR_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;287;"EU\Products\Water solutions\Globe valve range actuators\Fast runner actuators\EVC..A (2500N)\"
101236;RV24A-SZ;"Globe valve actuator";;Actuator;;modulating;DC 0.5...10 V;;;;"120 s / 40 mm";"4500 N";;AC/DC 24 V;;IP54;RV24A-SZ;RV24A-SZ_datasheet_en-gb.pdf;;PIC_EU_RV24A-SZ_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;286;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\RV..A (4500N)\"
5294;R3015-1-P4-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;1 m³/h;0.4 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2315;;;407;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
5295;R3015-1-P63-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;1 m³/h;0.63 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2315;;;408;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
4765;NR24A;"Rotary actuator";;Actuator;;Open-close|3-point;;;;"90 s";;;;AC/DC 24 V;"10 Nm";IP54;NR24A;NR24A_datasheet_en-gb.pdf;;PIC_EU_NR24A_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;345;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\NR..A (10 Nm)\"
5137;H620R;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..R;H6..R_datasheet_en-gb.pdf;;PIC_EU_H625R_4C.jpg;20;6;600 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1;;;;304;"EU\Products\Water solutions\Globe valve range valves\PN6, flange\2-way\"
5138;H625R;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..R;H6..R_datasheet_en-gb.pdf;;PIC_EU_H625R_4C.jpg;25;6;600 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1;;;;307;"EU\Products\Water solutions\Globe valve range valves\PN6, flange\2-way\"
305193;R3020-P63-4-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;0.63 m³/h;4 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2320;;;134;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
4771;NRC24A-SR;"Rotary actuator";;Actuator;;modulating;DC 2...10 V;;;"45 s";;;;AC/DC 24 V;"10 Nm";IP54;NRC24A-SR;NRC24A-SR_datasheet_en-gb.pdf;;PIC_EU_NR24A-MF-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;298;"EU\Products\Water solutions\Rotary product range actuators\Fast runner actuators\NRC..A (10 Nm)\"
4768;NR24A-SR;"Rotary actuator";;Actuator;;modulating;DC 2...10 V;;;"90 s";;;;AC/DC 24 V;"10 Nm";IP54;NR24A-SR;NR24A-SR_datasheet_en-gb.pdf;;PIC_EU_NR24A-SR-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;337;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\NR..A (10 Nm)\"
5139;H632R;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..R;H6..R_datasheet_en-gb.pdf;;PIC_EU_H625R_4C.jpg;32;6;600 kPa;;;;16 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1;;;;303;"EU\Products\Water solutions\Globe valve range valves\PN6, flange\2-way\"
61658;R3050-25-S4;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;50;16;1600 kPa;1400 kPa;;350 kPa;25 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Control valve";;ZR2350;;;353;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 3-way\"
101246;LVC24A-MP-TPC;"Globe valve actuator";;Actuator;;modulating|communicative;DC 2...10 V;MP-Bus;;;"35 s / 15 mm";"500 N";;AC/DC 24 V;;IP54;LVC24A-MP-TPC;LVC24A-MP-TPC_datasheet_en-gb.pdf;;PIC_EU_LVC24A-MP-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H|ZK1-GEN|ZK2-GEN|ZN230-24MP|ZFP2-MP;;;;387;"EU\Products\Water solutions\Globe valve range actuators\Fast runner actuators\LVC..A (500N)\"
101245;LV24A-MP-TPC;"Globe valve actuator";;Actuator;;modulating|communicative;DC 2...10 V;MP-Bus;;;"150 s / 15 mm";"500 N";;AC/DC 24 V;;IP54;LV24A-MP-TPC;LV24A-MP-TPC_datasheet_en-gb.pdf;;PIC_EU_LV24A-MP-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H|ZK1-GEN|ZK2-GEN|ZN230-24MP|ZFP2-MP;;;;387;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\LV..A (500N)\"
5298;R3015-1P3-P25-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;1.3 m³/h;0.25 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2315;;;404;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
61656;R3040-25-S4;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;40;16;1600 kPa;1400 kPa;;350 kPa;25 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Control valve";;ZR2340;;;356;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 3-way\"
101244;EVC24A-MF;"Globe valve actuator";;Actuator;;modulating;DC 2...10 V;;;;"35 s / 40 mm";"2500 N";;AC/DC 24 V;;IP54;EVC24A-MF;EVC24A-MF_datasheet_en-gb.pdf;;PIC_EU_EVC24A-MF_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H|ZK1-GEN|ZK2-GEN;;;;316;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Schnellläufer-Antriebe\EVC..A (2500N)\"
5300;R3015-1P3-P63-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;1.3 m³/h;0.63 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2315;;;406;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
101237;RV24A-SR;"Globe valve actuator";;Actuator;;modulating;DC 2...10 V;;;;"120 s / 40 mm";"4500 N";;AC/DC 24 V;;IP54;RV24A-SR;RV24A-SR_datasheet_en-gb.pdf;;PIC_EU_RV24A-SR_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;297;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\RV..A (4500N)\"
5141;H650R;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..R;H6..R_datasheet_en-gb.pdf;;PIC_EU_H625R_4C.jpg;50;6;600 kPa;;;;40 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1;;;;308;"EU\Products\Water solutions\Globe valve range valves\PN6, flange\2-way\"
101247;NV24A-MP-TPC;"Globe valve actuator";;Actuator;;modulating|communicative;DC 2...10 V;MP-Bus;;;"150 s / 20 mm";"1000 N";;AC/DC 24 V;;IP54;NV24A-MP-TPC;NV24A-MP-TPC_datasheet_en-gb.pdf;;PIC_EU_NV24A-MP-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H|ZK1-GEN|ZK2-GEN|ZN230-24MP|ZFP2-MP;;;;410;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\NV..A (1000N)\"
5299;R3015-1P3-P4-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;1.3 m³/h;0.4 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2315;;;408;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
5301;R3015-1P3-1-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;1.3 m³/h;1 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2315;;;407;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
5297;R3015-1-1P3-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;1 m³/h;1.3 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2315;;;407;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
5142;H664R;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..R;H6..R_datasheet_en-gb.pdf;;PIC_EU_H625R_4C.jpg;65;6;600 kPa;;;;58 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1-C;;;;303;"EU\Products\Water solutions\Globe valve range valves\PN6, flange\2-way\"
5143;H679R;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..R;H6..R_datasheet_en-gb.pdf;;PIC_EU_H625R_4C.jpg;80;6;600 kPa;;;;90 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1-C;;;;304;"EU\Products\Water solutions\Globe valve range valves\PN6, flange\2-way\"
61659;R3050-40-S4;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;50;16;1600 kPa;1400 kPa;;350 kPa;40 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Control valve";;ZR2350;;;357;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 3-way\"
61662;R3020-S2;"Change-over ball valve";CV;Valve;-10...120°C;;;;;;;;;;;;R3..-S..;R3..-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;20;16;1600 kPa;1400 kPa;;1000 kPa;32 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Change-over valve";;ZR2320;;;352;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, T-Bohrung\"
5296;R3015-1-1-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;1 m³/h;1 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2315;;;412;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
4769;NR230A;"Rotary actuator";;Actuator;;Open-close|3-point;;;;"90 s";;;;AC 230 V;"10 Nm";IP54;NR230A;NR230A_datasheet_en-gb.pdf;;PIC_EU_NRneutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;334;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\NR..A (10 Nm)\"
61661;R3015-S1;"Change-over ball valve";CV;Valve;-10...120°C;;;;;;;;;;;;R3..-S..;R3..-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;1000 kPa;15 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Change-over valve";;ZR2315;;;358;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, T-Bohrung\"
61660;R3050-58-S4;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;50;16;1600 kPa;1400 kPa;;350 kPa;58 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Control valve";;ZR2350;;;356;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 3-way\"
5144;H6100R;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..R;H6..R_datasheet_en-gb.pdf;;PIC_EU_H625R_4C.jpg;100;6;600 kPa;;;;145 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1-C;;;;301;"EU\Products\Water solutions\Globe valve range valves\PN6, flange\2-way\"
4767;NR24A-S;"Rotary actuator";;Actuator;;Open-close|3-point;;;;"90 s";;;"1 x SPDT";AC/DC 24 V;"10 Nm";IP54;NR24A-S;NR24A-S_datasheet_en-gb.pdf;;PIC_EU_NR24A-S_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;338;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\NR..A (10 Nm)\"
5140;H640R;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..R;H6..R_datasheet_en-gb.pdf;;PIC_EU_H625R_4C.jpg;40;6;600 kPa;;;;25 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1;;;;305;"EU\Products\Water solutions\Globe valve range valves\PN6, flange\2-way\"
4770;NR230A-S;"Rotary actuator";;Actuator;;Open-close|3-point;;;;"90 s";;;"1 x SPDT";AC 230 V;"10 Nm";IP54;NR230A-S;NR230A-S_datasheet_en-gb.pdf;;PIC_EU_NRneutral-S_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;342;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\NR..A (10 Nm)\"
4773;NRQ24A-SZ;"Very fast running rotary actuator";;Actuator;;modulating;DC 0.5...10 V;;;"9 s";;;;AC/DC 24 V;"8 Nm";IP54;NRQ24A-SZ;NRQ24A-SZ_datasheet_en-gb.pdf;;PIC_EU_NRQ24A-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;302;"EU\Products\Water solutions\Rotary product range actuators\Very fast runner actuator\NRQ..A (8 Nm)\"
4774;TR24;"Rotary actuator";;Actuator;;Open-close|3-point;;;;"100 s";;;;AC/DC 24 V;"2 Nm";IP40;TR24;TR24_datasheet_en-gb.pdf;;PIC_EU_TR24_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\TR.. (2 Nm)\"
101248;NVC24A-MP-TPC;"Globe valve actuator";;Actuator;;modulating|communicative;DC 2...10 V;MP-Bus;;;"35 s / 20 mm";"1000 N";;AC/DC 24 V;;IP54;NVC24A-MP-TPC;NVC24A-MP-TPC_datasheet_en-gb.pdf;;PIC_EU_NVC24A-MP-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H|ZK1-GEN|ZK2-GEN|ZN230-24MP|ZFP2-MP;;;;396;"EU\Products\Water solutions\Globe valve range actuators\Fast runner actuators\NVC..A (1000N)\"
101251;EV24A-MP-TPC;"Globe valve actuator";;Actuator;;modulating|communicative;DC 2...10 V;MP-Bus;;;"150 s / 40 mm";"2500 N";;AC/DC 24 V;;IP54;EV24A-MP-TPC;EV24A-MP-TPC_datasheet_en-gb.pdf;;PIC_EU_EV24A-MP-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H|ZK1-GEN|ZK2-GEN|ZN230-24MP|ZFP2-MP;;;;382;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\EV..A (2500N)\"
5148;H613S;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_en-gb.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;15;16;1600 kPa;;;;1.6 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;300;"EU\Products\Water solutions\Globe valve range valves\PN16, flange\2-way\S\"
5149;H614S;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_en-gb.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;15;16;1600 kPa;;;;2.5 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;298;"EU\Products\Water solutions\Globe valve range valves\PN16, flange\2-way\S\"
5150;H615S;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_en-gb.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;15;16;1600 kPa;;;;4 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;298;"EU\Products\Water solutions\Globe valve range valves\PN16, flange\2-way\S\"
5145;H610S;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_en-gb.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;15;16;1600 kPa;;;;0.4 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;304;"EU\Products\Water solutions\Globe valve range valves\PN16, flange\2-way\S\"
4772;NRQ24A-SR;"Very fast running rotary actuator";;Actuator;;modulating;DC 2...10 V;;;"9 s";;;;AC/DC 24 V;"8 Nm";IP54;NRQ24A-SR;NRQ24A-SR_datasheet_en-gb.pdf;;PIC_EU_NRQ24A-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;305;"EU\Products\Water solutions\Rotary product range actuators\Very fast runner actuator\NRQ..A (8 Nm)\"
4776;TR24-SR;"Rotary actuator";;Actuator;;modulating;DC 2...10 V;;;"90 s";;;;AC/DC 24 V;"2 Nm";IP40;TR24-SR;TR24-SR_datasheet_en-gb.pdf;;PIC_EU_TR24_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;341;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\TR.. (2 Nm)\"
61669;R3050-S4;"Change-over ball valve";CV;Valve;-10...120°C;;;;;;;;;;;;R3..-S..;R3..-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;50;16;1600 kPa;1400 kPa;;1000 kPa;49 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Change-over valve";;ZR2350;;;348;"EU\Products\Water solutions\Rotary product range valves\Change-over ball valve\Internal thread, 3-way, T-bore\"
61670;R3015-BL1;"Change-over ball valve";CV;Valve;-10...100°C;;;;;;;;;;;;R3..-BL..;R3..-BL.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;500 kPa;;350 kPa;5.5 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Change-over valve";;ZR2315;;;342;"EU\Products\Water solutions\Rotary product range valves\Change-over ball valve\Internal thread, 3-way, L-bore\"
5303;D625N;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_en-gb.pdf;;PIC_EU_D6..N_black_4C.jpg;25;"6 / 10 / 16";1600 kPa;;;2.5 kPa;;;;45 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";ZR24-F05;ZD6N-S100|ZD6N-H100;;;394;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..N\"
61663;R3025-S2;"Change-over ball valve";CV;Valve;-10...120°C;;;;;;;;;;;;R3..-S..;R3..-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;25;16;1600 kPa;1400 kPa;;1000 kPa;26 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Change-over valve";;ZR2325;;;344;"EU\Products\Water solutions\Rotary product range valves\Change-over ball valve\Internal thread, 3-way, T-bore\"
5304;D632N;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_en-gb.pdf;;PIC_EU_D6..N_black_4C.jpg;32;"6 / 10 / 16";1600 kPa;;;4 kPa;;;;55 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";ZR24-F05;ZD6N-S100|ZD6N-H100;;;380;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..N\"
5307;D665N;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_en-gb.pdf;;PIC_EU_D6..N_black_4C.jpg;65;"6 / 10 / 16";1600 kPa;;;7 kPa;;;;180 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";ZR24-F05;ZD6N-S100|ZD6N-H100;;;375;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..N\"
5146;H611S;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_en-gb.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;15;16;1600 kPa;;;;0.63 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;296;"EU\Products\Water solutions\Globe valve range valves\PN16, flange\2-way\S\"
