PdmarticleID;Label;"Product family";"Product family short";"Product type";"Medium temperature";Control;"Operating range Y";Communication;"Emergency setting position (POP) deenergised";"Running time motor";"Actuating time motor";"Actuating force";"Auxiliary switch";"Nominal voltage";"Nominal torque";"Degree of protection IEC/EN";"Data sheet name";"Data sheet PDF";3432;"Product picture 4c/bw";DN;PN;"Permissible pressure ps";"Closing pressure Δps";"Differential pressure ∆pmin value";"Differential pressure Δpmax value";kvs;"kvs (Sequence I)";"kvs (Sequence II)";kvmax;"kv variable";"﻿kvs theor.";"kv (factory setting)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax low-n";"Control path leakage rate";"Number of pipe connections";"Pipe connection type";"Measurement ports";Media;"Valve application";"Electrical accessories";"Mechanical accessories";V0;V1;"Version Number";Path
276522;DR24A-SR-7;"Rotary actuator";;Actuator;;modulating;DC 2...10 V;;;"150 s";;;;AC/DC 24 V;"90 Nm";IP54;DR24A-SR-7;DR24A-SR-7_datasheet_en-gb.pdf;;PIC_EU_DR24A_MF_MP_1Cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;174;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\CM..D.. (2 Nm)\"
5491;H6020X4-S2;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_en-gb.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;20;25;2500 kPa;;;;4 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;318;"EU\Products\Water solutions\Globe valve range valves\PN25, flange\2-way\"
61575;D6500N;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_en-gb.pdf;;PIC_EU_D6..N_black_4C.jpg;500;16;1600 kPa;;;1.5 kPa;;;;24100 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S500;;;363;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..N\"
5492;H6020X6P3-S2;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_en-gb.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;20;25;2500 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;325;"EU\Products\Water solutions\Globe valve range valves\PN25, flange\2-way\"
5495;H6032X10-S2;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_en-gb.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;32;25;2500 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;314;"EU\Products\Water solutions\Globe valve range valves\PN25, flange\2-way\"
5494;H6025X10-S2;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_en-gb.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;25;25;2500 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;323;"EU\Products\Water solutions\Globe valve range valves\PN25, flange\2-way\"
5234;R419;"Characterised control valve";CCV;Valve;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_en-gb.pdf;;PIC_EU_R4_neutral_01_2C.jpg;20;16;1600 kPa;1400 kPa;;200 kPa;8.6 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"External thread";;Water;"Control valve";ZR24-1;ZR4520;;;376;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\External thread, 2-way\"
5493;H6025X6P3-S2;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_en-gb.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;25;25;2500 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;319;"EU\Products\Water solutions\Globe valve range valves\PN25, flange\2-way\"
5228;R411;"Characterised control valve";CCV;Valve;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_en-gb.pdf;;PIC_EU_R4_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;200 kPa;1.6 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"External thread";;Water;"Control valve";ZR24-1;ZR4515;;;382;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\External thread, 2-way\"
277654;GRC24G-5;"Rotary actuator";;Actuator;;Open-close;;;;"35 s";;;;AC/DC 24 V;"40 Nm";IP66;GRC24G-5;GRC24G-5_datasheet_en-gb.pdf;;PIC_EU_DRC24G-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|HH24-MG|HT24-MG;;;;122;"EU\Products\Water solutions\Rotary product range actuators\IP66/NEMA4 actuator\DRC..G\"
5229;R412;"Characterised control valve";CCV;Valve;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_en-gb.pdf;;PIC_EU_R4_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;200 kPa;2.5 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"External thread";;Water;"Control valve";ZR24-1;ZR4515;;;376;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\External thread, 2-way\"
100026;GRC24G-SZ-T-5;"Rotary actuator";;Actuator;;modulating;DC 0.5...10 V;;;"35 s";;;;AC/DC 24 V;"40 Nm";IP66;GRC24G-SZ-T-5;GRC24G-SZ-T-5_datasheet_en-gb.pdf;;PIC_EU_DRC24G-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|HH24-MG|HT24-MG;;;;281;"EU\Products\Water solutions\Rotary product range actuators\IP66/NEMA4 actuator\DRC..G\"
99764;ZD6N-S600;"Butterfly valve";;Actuator;;Manual;;;;;;;;;;;ZD6N-S600;;;PIC_EU_ZD6N-S_Worm-gear_BW.jpg;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204;"EU\Products\Water solutions\Rotary product range actuators\Manual actuators\"
5496;H6032X16-S2;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_en-gb.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;32;25;2500 kPa;;;;16 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;320;"EU\Products\Water solutions\Globe valve range valves\PN25, flange\2-way\"
5230;R413;"Characterised control valve";CCV;Valve;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_en-gb.pdf;;PIC_EU_R4_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;200 kPa;4 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"External thread";;Water;"Control valve";ZR24-1;ZR4515;;;382;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\External thread, 2-way\"
61576;D6600N;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_en-gb.pdf;;PIC_EU_D6..N_black_4C.jpg;600;16;1600 kPa;;;1.5 kPa;;;;37300 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S600;;;367;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..N\"
61508;DRC24A-TP-7;"Rotary actuator";;Actuator;;Open-close;;;;"35 s";;;;AC/DC 24 V;"90 Nm";IP54;DRC24A-TP-7;DRC24A-TP-7_datasheet_en-gb.pdf;;PIC_EU_DR24A_MF_MP_noCab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;327;"EU\Products\Water solutions\Rotary product range actuators\Fast runner actuators\DRC..A (90 Nm)\"
5001;GR24A-MF-5;"Rotary actuator";;Actuator;;modulating;DC 2...10 V;;;"90 s";;;;AC/DC 24 V;"40 Nm";IP54;GR24A-MF-5;GR24A-MF-5_datasheet_en-gb.pdf;;PIC_EU_GR24A-MF-5_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|ZK1-GEN|ZK2-GEN;;;;312;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\GR..A (40 Nm)\"
61574;D6450N;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_en-gb.pdf;;PIC_EU_D6..N_black_4C.jpg;450;16;1600 kPa;;;1.5 kPa;;;;18800 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S450;;;361;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..N\"
99765;ZD6N-S700;"Butterfly valve";;Actuator;;Manual;;;;;;;;;;;ZD6N-S700;;;PIC_EU_ZD6N-S_Worm-gear_BW.jpg;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;209;"EU\Products\Water solutions\Rotary product range actuators\Manual actuators\"
100394;SR230P-5;"Rotary actuator";;Actuator;;Open-close|3-point;;;;"90 s";;;;AC 230 V;"20 Nm";"IP66 + IP67";SR230P-5;SR230P-5_datasheet_en-gb.pdf;;PIC_EU_Robustline-Water_1cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;286;"EU\Products\Water solutions\Rotary product range actuators\RobustLine actuators\SR..P (20 Nm)\"
61573;D6400N;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_en-gb.pdf;;PIC_EU_D6..N_black_4C.jpg;400;16;1600 kPa;;;1.5 kPa;;;;14200 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S400;;;364;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..N\"
61577;D6700N;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_en-gb.pdf;;PIC_EU_D6..N_black_4C.jpg;700;16;1600 kPa;;;1.5 kPa;;;;42800 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S700;;;360;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..N\"
5231;R414;"Characterised control valve";CCV;Valve;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_en-gb.pdf;;PIC_EU_R4_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;200 kPa;6.3 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"External thread";;Water;"Control valve";ZR24-1;ZR4515;;;376;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\External thread, 2-way\"
5041;NRF230A;"Spring-return rotary actuator";;Actuator;;Open-close;;;NC;"75 s";;;;AC 230 V;"10 Nm";IP54;NRF230A;NRF230A_datasheet_en-gb.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;338;"EU\Products\Water solutions\Rotary product range actuators\Spring return actuators\NRF..A (10Nm/5Nm)\"
100395;SR24P-5;"Rotary actuator";;Actuator;;Open-close|3-point;;;;"90 s";;;;AC/DC 24 V;"20 Nm";"IP66 + IP67";SR24P-5;SR24P-5_datasheet_en-gb.pdf;;PIC_EU_Robustline-Water_1cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;250;"EU\Products\Water solutions\Rotary product range actuators\RobustLine actuators\SR..P (20 Nm)\"
5042;NRF230A-O;"Spring-return rotary actuator";;Actuator;;Open-close;;;NO;"75 s";;;;AC 230 V;"10 Nm";IP54;NRF230A-O;NRF230A-O_datasheet_en-gb.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;343;"EU\Products\Water solutions\Rotary product range actuators\Spring return actuators\NRF..A (10Nm/5Nm)\"
5503;H6100X125-SP2;"Globe valve (partial pressure-balanced)";H;Valve;5...150°C;;;;;;;;;;;;H6..X..-SP2;H6..X..-SP2_datasheet_en-gb.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;100;25;2500 kPa;;;;125 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;319;"EU\Products\Water solutions\Globe valve range valves\PN25, flange\2-way\"
5236;R423;"Characterised control valve";CCV;Valve;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_en-gb.pdf;;PIC_EU_R4_neutral_01_2C.jpg;25;16;1600 kPa;1400 kPa;;200 kPa;10 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"External thread";;Water;"Control valve";ZR24-1;ZR4525;;;378;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\External thread, 2-way\"
5500;H6050X40-S2;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_en-gb.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;50;25;2500 kPa;;;;40 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;320;"EU\Products\Water solutions\Globe valve range valves\PN25, flange\2-way\"
61578;D6400NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;400;16;1600 kPa;;;1.5 kPa;;;;14200 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S400;;;388;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
61582;D6700NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;700;16;1600 kPa;;;1.5 kPa;;;;42800 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S700;;;378;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
5038;NRF24A-O;"Spring-return rotary actuator";;Actuator;;Open-close;;;NO;"75 s";;;;AC/DC 24 V;"10 Nm";IP54;NRF24A-O;NRF24A-O_datasheet_en-gb.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;338;"EU\Products\Water solutions\Rotary product range actuators\Spring return actuators\NRF..A (10Nm/5Nm)\"
5501;H6065X58-SP2;"Globe valve (partial pressure-balanced)";H;Valve;5...150°C;;;;;;;;;;;;H6..X..-SP2;H6..X..-SP2_datasheet_en-gb.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;65;25;2500 kPa;;;;58 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;314;"EU\Products\Water solutions\Globe valve range valves\PN25, flange\2-way\"
5043;NRF230A-S2;"Spring-return rotary actuator";;Actuator;;Open-close;;;NC;"75 s";;;"2 x SPDT";AC 230 V;"10 Nm";IP54;NRF230A-S2;NRF230A-S2_datasheet_en-gb.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;339;"EU\Products\Water solutions\Rotary product range actuators\Spring return actuators\NRF..A (10Nm/5Nm)\"
277764;CQ24A-SR-T;"Rotary actuator (ZoneTight)";QCV;Actuator;;modulating;DC 2...10 V;;;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQ24A-SR-T;CQ24A-SR-T_datasheet_en-gb.pdf;;PIC_EU_CQ24A-SZ-T_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E|ZCQ-W;;;147;"EU\Products\Water solutions\Rotary product range actuators\CQ actuator\"
61579;D6450NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;450;16;1600 kPa;;;1.5 kPa;;;;18800 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S450;;;387;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
5237;R424;"Characterised control valve";CCV;Valve;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_en-gb.pdf;;PIC_EU_R4_neutral_01_2C.jpg;25;16;1600 kPa;1400 kPa;;200 kPa;16 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"External thread";;Water;"Control valve";ZR24-1;ZR4525;;;384;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\External thread, 2-way\"
5498;H6040X25-S2;"Globe valve";H;Valve;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_en-gb.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;40;25;2500 kPa;;;;25 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water|Steam;"Control valve";;;;;315;"EU\Products\Water solutions\Globe valve range valves\PN25, flange\2-way\"
281043;C215QP-B;"PI Zone Valve";PIQCV;Valve;2...90°C;;;;;;;;;;;;C2..QP-..;C2..QP-.._datasheet_en-gb.pdf;;PIC_EU_C2..QP-..4C.jpg;15;25;1600 kPa;700 kPa;16 kPa;350 kPa;;;;;;;;;;210 l/h;20 l/h;30 l/h;40 l/h;;"Leakage rate A, tight (EN 12266-1)";2-way;"Internal thread";0;Water;"Pressure independent";;ZR2315|ZCQ-E|ZCQ-FL;;;208;"EU\Products\Water solutions\Rotary product range valves\Pressure-independent CCV\PIQCV\"
277763;CQ24A-SR;"Rotary actuator (ZoneTight)";QCV;Actuator;;modulating;DC 2...10 V;;;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQ24A-SR;CQ24A-SR_datasheet_en-gb.pdf;;PIC_EU_CQ24A-SZ_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E|ZCQ-W;;;155;"EU\Products\Water solutions\Rotary product range actuators\CQ actuator\"
277682;GRC24A-5;"Rotary actuator";;Actuator;;Open-close;;;;"35 s";;;;AC/DC 24 V;"40 Nm";IP54;GRC24A-5;GRC24A-5_datasheet_en-gb.pdf;;PIC_EU_GR24A-5_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;103;"EU\Products\Water solutions\Rotary product range actuators\Fast runner actuators\GRC..A (40 Nm)\"
5238;R429;"Characterised control valve";CCV;Valve;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_en-gb.pdf;;PIC_EU_R4_neutral_01_2C.jpg;32;16;1600 kPa;1400 kPa;;200 kPa;10 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"External thread";;Water;"Control valve";ZR24-1;ZR4532;;;375;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\External thread, 2-way\"
100453;P6125W3100E-MP;"Communicative characterised control valve with sensor-operated flow control";EPIV;VA-Unit;"-10...120°C ";modulating|communicative;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"40 Nm";IP54;P6..W..E-MP;P6..W..E-MP_datasheet_en-gb.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;125;16;1600 kPa;690 kPa;;340 kPa;;;;;;175 m³/h;;31 l/s;1860 l/min;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;Flange;;Water;"Pressure independent";ZR24-F05|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;413;"EU\Products\Water solutions\VA Units\EPIV\modulating, MP\"
100450;P6065W800E-MP;"Communicative characterised control valve with sensor-operated flow control";EPIV;VA-Unit;"-10...120°C ";modulating|communicative;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;P6..W..E-MP;P6..W..E-MP_datasheet_en-gb.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;65;16;1600 kPa;690 kPa;;340 kPa;;;;;;45 m³/h;;8 l/s;480 l/min;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;Flange;;Water;"Pressure independent";ZR24-F05|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;464;"EU\Products\Water solutions\VA Units\EPIV\modulating, MP\"
100465;R3020-P63-1P6-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;0.63 m³/h;1.6 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2320;;;330;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
61580;D6500NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;500;16;1600 kPa;;;1.5 kPa;;;;24100 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S500;;;387;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
5039;NRF24A-S2;"Spring-return rotary actuator";;Actuator;;Open-close;;;NC;"75 s";;;"2 x SPDT";AC/DC 24 V;"10 Nm";IP54;NRF24A-S2;NRF24A-S2_datasheet_en-gb.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;353;"EU\Products\Water solutions\Rotary product range actuators\Spring return actuators\NRF..A (10Nm/5Nm)\"
5235;R422;"Characterised control valve";CCV;Valve;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_en-gb.pdf;;PIC_EU_R4_neutral_01_2C.jpg;25;16;1600 kPa;1400 kPa;;200 kPa;6.3 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"External thread";;Water;"Control valve";ZR24-1;ZR4525;;;388;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\External thread, 2-way\"
100454;P6150W4500E-MP;"Communicative characterised control valve with sensor-operated flow control";EPIV;VA-Unit;"-10...120°C ";modulating|communicative;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"40 Nm";IP54;P6..W..E-MP;P6..W..E-MP_datasheet_en-gb.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;150;16;1600 kPa;690 kPa;;340 kPa;;;;;;270 m³/h;;45 l/s;2700 l/min;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;Flange;;Water;"Pressure independent";ZR24-F05|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;420;"EU\Products\Water solutions\VA Units\EPIV\modulating, MP\"
100451;P6080W1100E-MP;"Communicative characterised control valve with sensor-operated flow control";EPIV;VA-Unit;"-10...120°C ";modulating|communicative;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;P6..W..E-MP;P6..W..E-MP_datasheet_en-gb.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;80;16;1600 kPa;690 kPa;;340 kPa;;;;;;65 m³/h;;11 l/s;660 l/min;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;Flange;;Water;"Pressure independent";ZR24-F05|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;430;"EU\Products\Water solutions\VA Units\EPIV\modulating, MP\"
61581;D6600NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;600;16;1600 kPa;;;1.5 kPa;;;;37300 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S600;;;388;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
5239;R431;"Characterised control valve";CCV;Valve;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_en-gb.pdf;;PIC_EU_R4_neutral_01_2C.jpg;32;16;1600 kPa;1400 kPa;;200 kPa;16 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"External thread";;Water;"Control valve";ZR24-1;ZR4532;;;382;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\External thread, 2-way\"
5044;NRF230A-S2-O;"Spring-return rotary actuator";;Actuator;;Open-close;;;NO;"75 s";;;"2 x SPDT";AC 230 V;"10 Nm";IP54;NRF230A-S2-O;NRF230A-S2-O_datasheet_en-gb.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331;"EU\Products\Water solutions\Rotary product range actuators\Spring return actuators\NRF..A (10Nm/5Nm)\"
277715;DR24A-MP-7;"Rotary actuator";;Actuator;;modulating|communicative;DC 2...10 V;MP-Bus;;"150 s";;;;AC/DC 24 V;"90 Nm";IP54;DR24A-MP-7;DR24A-MP-7_datasheet_en-gb.pdf;;PIC_EU_DR24A_MF_MP_1Cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;179;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\CM..D.. (2 Nm)\"
