PdmarticleID;Label;"External Key";StateID;"Suitable valves";"Installation options symbol";"Suitable actuators";"Product family 2 from Actuator";"Recommended price";"Rules for valve sizing";"Export Media manually changed";"Export Media";6986;6987;Type;"Product family";"Closing pressure Δps";"Differential pressure Δpmax value";"kv (factory setting)";Path;"Version Number"
126644;R413D+LRC24A-SR;R413D+LRC24A-SR;;R413D;+;LRC24A-SR;"Fast runner";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R413D+LRC24A-SR;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
126645;R413D/LRC24A-SR;R413D/LRC24A-SR;;R413D;/;LRC24A-SR;"Fast runner";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R413D/LRC24A-SR;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
126648;R414D+LR230A;R414D+LR230A;;R414D;+;LR230A;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R414D+LR230A;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
126649;R414D/LR230A;R414D/LR230A;;R414D;/;LR230A;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R414D/LR230A;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
126650;R414D+LR230A-S;R414D+LR230A-S;;R414D;+;LR230A-S;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R414D+LR230A-S;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
126651;R414D/LR230A-S;R414D/LR230A-S;;R414D;/;LR230A-S;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R414D/LR230A-S;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";40
126654;R414D+LR24A;R414D+LR24A;;R414D;+;LR24A;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R414D+LR24A;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
126655;R414D/LR24A;R414D/LR24A;;R414D;/;LR24A;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R414D/LR24A;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
126660;R414D+LR24A-MP;R414D+LR24A-MP;;R414D;+;LR24A-MP;"Communicative actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R414D+LR24A-MP;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";39
126661;R414D/LR24A-MP;R414D/LR24A-MP;;R414D;/;LR24A-MP;"Communicative actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R414D/LR24A-MP;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";39
126664;R414D+LR24A-S;R414D+LR24A-S;;R414D;+;LR24A-S;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R414D+LR24A-S;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";39
126665;R414D/LR24A-S;R414D/LR24A-S;;R414D;/;LR24A-S;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R414D/LR24A-S;"Characterised control valve";1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";39
127581;D625NL+SR230A-5;D625NL+SR230A-5;;D625NL;+;SR230A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL+SR230A-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127582;D625NL/SR230A-5;D625NL/SR230A-5;;D625NL;/;SR230A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL/SR230A-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127583;D625NL+SR230A-SR-5;D625NL+SR230A-SR-5;;D625NL;+;SR230A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL+SR230A-SR-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127584;D625NL/SR230A-SR-5;D625NL/SR230A-SR-5;;D625NL;/;SR230A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL/SR230A-SR-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127587;D625NL+SR24A-5;D625NL+SR24A-5;;D625NL;+;SR24A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL+SR24A-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127588;D625NL/SR24A-5;D625NL/SR24A-5;;D625NL;/;SR24A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL/SR24A-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127591;D625NL+SR24A-MP-5;D625NL+SR24A-MP-5;;D625NL;+;SR24A-MP-5;"Communicative actuator";0;"Scenario 1
Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL+SR24A-MP-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127592;D625NL/SR24A-MP-5;D625NL/SR24A-MP-5;;D625NL;/;SR24A-MP-5;"Communicative actuator";0;"Scenario 1
Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL/SR24A-MP-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127593;D625NL+SR24A-SR-5;D625NL+SR24A-SR-5;;D625NL;+;SR24A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL+SR24A-SR-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127594;D625NL/SR24A-SR-5;D625NL/SR24A-SR-5;;D625NL;/;SR24A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL/SR24A-SR-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127599;D625NL+SRC24A-SR-5;D625NL+SRC24A-SR-5;;D625NL;+;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL+SRC24A-SR-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127600;D625NL/SRC24A-SR-5;D625NL/SRC24A-SR-5;;D625NL;/;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL/SRC24A-SR-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127617;D625NL+SRF24A-SR-5;D625NL+SRF24A-SR-5;;D625NL;+;SRF24A-SR-5;"Actuator with emergency control function";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL+SRF24A-SR-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127618;D625NL/SRF24A-SR-5;D625NL/SRF24A-SR-5;;D625NL;/;SRF24A-SR-5;"Actuator with emergency control function";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D625NL/SRF24A-SR-5;"Butterfly valve";1200 kPa;2.5 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127647;D632NL+SR230A-5;D632NL+SR230A-5;;D632NL;+;SR230A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL+SR230A-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";48
127648;D632NL/SR230A-5;D632NL/SR230A-5;;D632NL;/;SR230A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL/SR230A-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";48
127649;D632NL+SR230A-SR-5;D632NL+SR230A-SR-5;;D632NL;+;SR230A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL+SR230A-SR-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127650;D632NL/SR230A-SR-5;D632NL/SR230A-SR-5;;D632NL;/;SR230A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL/SR230A-SR-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127653;D632NL+SR24A-5;D632NL+SR24A-5;;D632NL;+;SR24A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL+SR24A-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127654;D632NL/SR24A-5;D632NL/SR24A-5;;D632NL;/;SR24A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL/SR24A-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127657;D632NL+SR24A-MP-5;D632NL+SR24A-MP-5;;D632NL;+;SR24A-MP-5;"Communicative actuator";0;"Scenario 1
Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL+SR24A-MP-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127658;D632NL/SR24A-MP-5;D632NL/SR24A-MP-5;;D632NL;/;SR24A-MP-5;"Communicative actuator";0;"Scenario 1
Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL/SR24A-MP-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127659;D632NL+SR24A-SR-5;D632NL+SR24A-SR-5;;D632NL;+;SR24A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL+SR24A-SR-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127660;D632NL/SR24A-SR-5;D632NL/SR24A-SR-5;;D632NL;/;SR24A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL/SR24A-SR-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127665;D632NL+SRC24A-SR-5;D632NL+SRC24A-SR-5;;D632NL;+;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL+SRC24A-SR-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127666;D632NL/SRC24A-SR-5;D632NL/SRC24A-SR-5;;D632NL;/;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL/SRC24A-SR-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127683;D632NL+SRF24A-SR-5;D632NL+SRF24A-SR-5;;D632NL;+;SRF24A-SR-5;"Actuator with emergency control function";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL+SRF24A-SR-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127684;D632NL/SRF24A-SR-5;D632NL/SRF24A-SR-5;;D632NL;/;SRF24A-SR-5;"Actuator with emergency control function";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D632NL/SRF24A-SR-5;"Butterfly valve";1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127713;D640NL+SR230A-5;D640NL+SR230A-5;;D640NL;+;SR230A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL+SR230A-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127714;D640NL/SR230A-5;D640NL/SR230A-5;;D640NL;/;SR230A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL/SR230A-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127715;D640NL+SR230A-SR-5;D640NL+SR230A-SR-5;;D640NL;+;SR230A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL+SR230A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127716;D640NL/SR230A-SR-5;D640NL/SR230A-SR-5;;D640NL;/;SR230A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL/SR230A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127719;D640NL+SR24A-5;D640NL+SR24A-5;;D640NL;+;SR24A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL+SR24A-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127720;D640NL/SR24A-5;D640NL/SR24A-5;;D640NL;/;SR24A-5;"Standard actuator";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL/SR24A-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127723;D640NL+SR24A-MP-5;D640NL+SR24A-MP-5;;D640NL;+;SR24A-MP-5;"Communicative actuator";0;"Scenario 1
Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL+SR24A-MP-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127724;D640NL/SR24A-MP-5;D640NL/SR24A-MP-5;;D640NL;/;SR24A-MP-5;"Communicative actuator";0;"Scenario 1
Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL/SR24A-MP-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127725;D640NL+SR24A-SR-5;D640NL+SR24A-SR-5;;D640NL;+;SR24A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL+SR24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127726;D640NL/SR24A-SR-5;D640NL/SR24A-SR-5;;D640NL;/;SR24A-SR-5;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL/SR24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";45
127731;D640NL+SRC24A-SR-5;D640NL+SRC24A-SR-5;;D640NL;+;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL+SRC24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127732;D640NL/SRC24A-SR-5;D640NL/SRC24A-SR-5;;D640NL;/;SRC24A-SR-5;"Fast runner";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL/SRC24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";46
127749;D640NL+SRF24A-SR-5;D640NL+SRF24A-SR-5;;D640NL;+;SRF24A-SR-5;"Actuator with emergency control function";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL+SRF24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
127750;D640NL/SRF24A-SR-5;D640NL/SRF24A-SR-5;;D640NL;/;SRF24A-SR-5;"Actuator with emergency control function";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D640NL/SRF24A-SR-5;"Butterfly valve";1200 kPa;7 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";47
128029;R513+LR230A;R513+LR230A;;R513;+;LR230A;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R513+LR230A;"Characterised control valve";1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";36
128030;R513/LR230A;R513/LR230A;;R513;/;LR230A;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R513/LR230A;"Characterised control valve";1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";37
128031;R513+LR230A-S;R513+LR230A-S;;R513;+;LR230A-S;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R513+LR230A-S;"Characterised control valve";1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";36
128032;R513/LR230A-S;R513/LR230A-S;;R513;/;LR230A-S;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R513/LR230A-S;"Characterised control valve";1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";36
128033;R513+LR24A;R513+LR24A;;R513;+;LR24A;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R513+LR24A;"Characterised control valve";1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";38
128034;R513/LR24A;R513/LR24A;;R513;/;LR24A;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R513/LR24A;"Characterised control valve";1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";37
128035;R513+LR24A-S;R513+LR24A-S;;R513;+;LR24A-S;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R513+LR24A-S;"Characterised control valve";1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";37
128036;R513/LR24A-S;R513/LR24A-S;;R513;/;LR24A-S;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R513/LR24A-S;"Characterised control valve";1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";37
128733;H619S+LV24A-TPC;H619S+LV24A-TPC;;H619S;+;LV24A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H619S+LV24A-TPC;"Globe valve";800 kPa;800 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128734;H619S/LV24A-TPC;H619S/LV24A-TPC;;H619S;/;LV24A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H619S/LV24A-TPC;"Globe valve";800 kPa;800 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128739;H620N+LV230A-TPC;H620N+LV230A-TPC;;H620N;+;LV230A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620N+LV230A-TPC;"Globe valve";900 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128740;H620N/LV230A-TPC;H620N/LV230A-TPC;;H620N;/;LV230A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620N/LV230A-TPC;"Globe valve";900 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128743;H620N+LV24A-TPC;H620N+LV24A-TPC;;H620N;+;LV24A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620N+LV24A-TPC;"Globe valve";900 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128744;H620N/LV24A-TPC;H620N/LV24A-TPC;;H620N;/;LV24A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620N/LV24A-TPC;"Globe valve";900 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128749;H620R+LV230A-TPC;H620R+LV230A-TPC;;H620R;+;LV230A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620R+LV230A-TPC;"Globe valve";600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128750;H620R/LV230A-TPC;H620R/LV230A-TPC;;H620R;/;LV230A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620R/LV230A-TPC;"Globe valve";600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128753;H620R+LV24A-TPC;H620R+LV24A-TPC;;H620R;+;LV24A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620R+LV24A-TPC;"Globe valve";600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128754;H620R/LV24A-TPC;H620R/LV24A-TPC;;H620R;/;LV24A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620R/LV24A-TPC;"Globe valve";600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128759;H620S+LV230A-TPC;H620S+LV230A-TPC;;H620S;+;LV230A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620S+LV230A-TPC;"Globe valve";800 kPa;800 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128760;H620S/LV230A-TPC;H620S/LV230A-TPC;;H620S;/;LV230A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620S/LV230A-TPC;"Globe valve";800 kPa;800 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128763;H620S+LV24A-TPC;H620S+LV24A-TPC;;H620S;+;LV24A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620S+LV24A-TPC;"Globe valve";800 kPa;800 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128764;H620S/LV24A-TPC;H620S/LV24A-TPC;;H620S;/;LV24A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H620S/LV24A-TPC;"Globe valve";800 kPa;800 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128769;H624S+LV230A-TPC;H624S+LV230A-TPC;;H624S;+;LV230A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H624S+LV230A-TPC;"Globe valve";450 kPa;450 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128770;H624S/LV230A-TPC;H624S/LV230A-TPC;;H624S;/;LV230A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H624S/LV230A-TPC;"Globe valve";450 kPa;450 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128773;H624S+LV24A-TPC;H624S+LV24A-TPC;;H624S;+;LV24A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H624S+LV24A-TPC;"Globe valve";450 kPa;450 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128774;H624S/LV24A-TPC;H624S/LV24A-TPC;;H624S;/;LV24A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H624S/LV24A-TPC;"Globe valve";450 kPa;450 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128779;H625N+LV230A-TPC;H625N+LV230A-TPC;;H625N;+;LV230A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H625N+LV230A-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128780;H625N/LV230A-TPC;H625N/LV230A-TPC;;H625N;/;LV230A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H625N/LV230A-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128783;H625N+LV24A-TPC;H625N+LV24A-TPC;;H625N;+;LV24A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H625N+LV24A-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128784;H625N/LV24A-TPC;H625N/LV24A-TPC;;H625N;/;LV24A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H625N/LV24A-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128789;H625R+LV230A-TPC;H625R+LV230A-TPC;;H625R;+;LV230A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H625R+LV230A-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128790;H625R/LV230A-TPC;H625R/LV230A-TPC;;H625R;/;LV230A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H625R/LV230A-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
128793;H625R+LV24A-TPC;H625R+LV24A-TPC;;H625R;+;LV24A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H625R+LV24A-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128794;H625R/LV24A-TPC;H625R/LV24A-TPC;;H625R;/;LV24A-TPC;"Standard actuator";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H625R/LV24A-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
128799;H625S+LV230A-TPC;H625S+LV230A-TPC;;H625S;+;LV230A-TPC;"Standard actuator";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;H625S+LV230A-TPC;"Globe valve";450 kPa;450 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
