PdmarticleID;Label;"External Key";StateID;"Suitable valves";"Installation options symbol";"Suitable actuators";"Product family 2 from Actuator";"Recommended price";"Rules for valve sizing";"Export Media manually changed";"Export Media";6986;6987;Type;"Product family";"Closing pressure Δps";"Differential pressure Δpmax value";"kv (factory setting)";Path;"Version Number"
138554;H619S/NVK24A-3-TPC;H619S/NVK24A-3-TPC;;H619S;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H619S/NVK24A-3-TPC;"Globe valve";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138559;H620N+NVK24A-3-TPC;H620N+NVK24A-3-TPC;;H620N;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H620N+NVK24A-3-TPC;"Globe valve";1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138560;H620N/NVK24A-3-TPC;H620N/NVK24A-3-TPC;;H620N;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H620N/NVK24A-3-TPC;"Globe valve";1600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138565;H620R+NVK24A-3-TPC;H620R+NVK24A-3-TPC;;H620R;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H620R+NVK24A-3-TPC;"Globe valve";600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138566;H620R/NVK24A-3-TPC;H620R/NVK24A-3-TPC;;H620R;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H620R/NVK24A-3-TPC;"Globe valve";600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138571;H620S+NVK24A-3-TPC;H620S+NVK24A-3-TPC;;H620S;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H620S+NVK24A-3-TPC;"Globe valve";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138572;H620S/NVK24A-3-TPC;H620S/NVK24A-3-TPC;;H620S;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H620S/NVK24A-3-TPC;"Globe valve";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138577;H624S+NVK24A-3-TPC;H624S+NVK24A-3-TPC;;H624S;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H624S+NVK24A-3-TPC;"Globe valve";1300 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138578;H624S/NVK24A-3-TPC;H624S/NVK24A-3-TPC;;H624S;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H624S/NVK24A-3-TPC;"Globe valve";1300 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138583;H625N+NVK24A-3-TPC;H625N+NVK24A-3-TPC;;H625N;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H625N+NVK24A-3-TPC;"Globe valve";1300 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";35
138584;H625N/NVK24A-3-TPC;H625N/NVK24A-3-TPC;;H625N;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H625N/NVK24A-3-TPC;"Globe valve";1300 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";35
138589;H625R+NVK24A-3-TPC;H625R+NVK24A-3-TPC;;H625R;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H625R+NVK24A-3-TPC;"Globe valve";600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138590;H625R/NVK24A-3-TPC;H625R/NVK24A-3-TPC;;H625R;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H625R/NVK24A-3-TPC;"Globe valve";600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138595;H625S+NVK24A-3-TPC;H625S+NVK24A-3-TPC;;H625S;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H625S+NVK24A-3-TPC;"Globe valve";1300 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138596;H625S/NVK24A-3-TPC;H625S/NVK24A-3-TPC;;H625S;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H625S/NVK24A-3-TPC;"Globe valve";1300 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138601;H632N+NVK24A-3-TPC;H632N+NVK24A-3-TPC;;H632N;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H632N+NVK24A-3-TPC;"Globe valve";1000 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";35
138602;H632N/NVK24A-3-TPC;H632N/NVK24A-3-TPC;;H632N;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H632N/NVK24A-3-TPC;"Globe valve";1000 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";35
138607;H632R+NVK24A-3-TPC;H632R+NVK24A-3-TPC;;H632R;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H632R+NVK24A-3-TPC;"Globe valve";600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138608;H632R/NVK24A-3-TPC;H632R/NVK24A-3-TPC;;H632R;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H632R/NVK24A-3-TPC;"Globe valve";600 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138613;H632S+NVK24A-3-TPC;H632S+NVK24A-3-TPC;;H632S;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H632S+NVK24A-3-TPC;"Globe valve";950 kPa;950 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138614;H632S/NVK24A-3-TPC;H632S/NVK24A-3-TPC;;H632S;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H632S/NVK24A-3-TPC;"Globe valve";950 kPa;950 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138619;H640N+NVK24A-3-TPC;H640N+NVK24A-3-TPC;;H640N;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H640N+NVK24A-3-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138620;H640N/NVK24A-3-TPC;H640N/NVK24A-3-TPC;;H640N;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H640N/NVK24A-3-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138695;D680N+GRK24A-SR-5;D680N+GRK24A-SR-5;;D680N;+;GRK24A-SR-5;"Actuator with emergency control function";0;"Scenario 2";;PPK|SelectPro_EU|Internet_EU;;;D680N+GRK24A-SR-5;"Butterfly valve";1200 kPa;6 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";39
138696;D680N/GRK24A-SR-5;D680N/GRK24A-SR-5;;D680N;/;GRK24A-SR-5;"Actuator with emergency control function";0;"Scenario 2";;PPK|SelectPro_EU|Internet_EU;;;D680N/GRK24A-SR-5;"Butterfly valve";1200 kPa;6 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";39
138701;D680NL+GRK24A-SR-5;D680NL+GRK24A-SR-5;;D680NL;+;GRK24A-SR-5;"Actuator with emergency control function";0;"Scenario 2";;PPK|SelectPro_EU|Internet_EU;;;D680NL+GRK24A-SR-5;"Butterfly valve";1200 kPa;6 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";39
138702;D680NL/GRK24A-SR-5;D680NL/GRK24A-SR-5;;D680NL;/;GRK24A-SR-5;"Actuator with emergency control function";0;"Scenario 2";;PPK|SelectPro_EU|Internet_EU;;;D680NL/GRK24A-SR-5;"Butterfly valve";1200 kPa;6 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";39
138717;R6100W160-S8+GRK24A-5;R6100W160-S8+GRK24A-5;;R6100W160-S8;+;GRK24A-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R6100W160-S8+GRK24A-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";33
138718;R6100W160-S8/GRK24A-5;R6100W160-S8/GRK24A-5;;R6100W160-S8;/;GRK24A-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R6100W160-S8/GRK24A-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";33
138719;R6100W160-S8+GRK24A-SR-5;R6100W160-S8+GRK24A-SR-5;;R6100W160-S8;+;GRK24A-SR-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|Internet_EU;;;R6100W160-S8+GRK24A-SR-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";32
138720;R6100W160-S8/GRK24A-SR-5;R6100W160-S8/GRK24A-SR-5;;R6100W160-S8;/;GRK24A-SR-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|Internet_EU;;;R6100W160-S8/GRK24A-SR-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";32
138723;R6125W250-S8+GRK24A-5;R6125W250-S8+GRK24A-5;;R6125W250-S8;+;GRK24A-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R6125W250-S8+GRK24A-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
138724;R6125W250-S8/GRK24A-5;R6125W250-S8/GRK24A-5;;R6125W250-S8;/;GRK24A-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R6125W250-S8/GRK24A-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
138725;R6125W250-S8+GRK24A-SR-5;R6125W250-S8+GRK24A-SR-5;;R6125W250-S8;+;GRK24A-SR-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|Internet_EU;;;R6125W250-S8+GRK24A-SR-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";32
138726;R6125W250-S8/GRK24A-SR-5;R6125W250-S8/GRK24A-SR-5;;R6125W250-S8;/;GRK24A-SR-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|Internet_EU;;;R6125W250-S8/GRK24A-SR-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";32
138729;R6150W320-S8+GRK24A-5;R6150W320-S8+GRK24A-5;;R6150W320-S8;+;GRK24A-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R6150W320-S8+GRK24A-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
138730;R6150W320-S8/GRK24A-5;R6150W320-S8/GRK24A-5;;R6150W320-S8;/;GRK24A-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R6150W320-S8/GRK24A-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";34
138731;R6150W320-S8+GRK24A-SR-5;R6150W320-S8+GRK24A-SR-5;;R6150W320-S8;+;GRK24A-SR-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|Internet_EU;;;R6150W320-S8+GRK24A-SR-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";32
138732;R6150W320-S8/GRK24A-SR-5;R6150W320-S8/GRK24A-SR-5;;R6150W320-S8;/;GRK24A-SR-5;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|Internet_EU;;;R6150W320-S8/GRK24A-SR-5;"Characterised control valve";690 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";32
138735;H640R+NVK24A-3-TPC;H640R+NVK24A-3-TPC;;H640R;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H640R+NVK24A-3-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138736;H640R/NVK24A-3-TPC;H640R/NVK24A-3-TPC;;H640R;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H640R/NVK24A-3-TPC;"Globe valve";500 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138741;H640S+NVK24A-3-TPC;H640S+NVK24A-3-TPC;;H640S;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H640S+NVK24A-3-TPC;"Globe valve";500 kPa;500 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138742;H640S/NVK24A-3-TPC;H640S/NVK24A-3-TPC;;H640S;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H640S/NVK24A-3-TPC;"Globe valve";500 kPa;500 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138747;H640SP+NVK24A-3-TPC;H640SP+NVK24A-3-TPC;;H640SP;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H640SP+NVK24A-3-TPC;"Globe valve (partial pressure-balanced)";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138748;H640SP/NVK24A-3-TPC;H640SP/NVK24A-3-TPC;;H640SP;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H640SP/NVK24A-3-TPC;"Globe valve (partial pressure-balanced)";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138753;H650N+NVK24A-3-TPC;H650N+NVK24A-3-TPC;;H650N;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H650N+NVK24A-3-TPC;"Globe valve";300 kPa;300 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138754;H650N/NVK24A-3-TPC;H650N/NVK24A-3-TPC;;H650N;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H650N/NVK24A-3-TPC;"Globe valve";300 kPa;300 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";36
138759;H650R+NVK24A-3-TPC;H650R+NVK24A-3-TPC;;H650R;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H650R+NVK24A-3-TPC;"Globe valve";300 kPa;300 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138760;H650R/NVK24A-3-TPC;H650R/NVK24A-3-TPC;;H650R;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H650R/NVK24A-3-TPC;"Globe valve";300 kPa;300 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138765;H650S+NVK24A-3-TPC;H650S+NVK24A-3-TPC;;H650S;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H650S+NVK24A-3-TPC;"Globe valve";300 kPa;300 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138766;H650S/NVK24A-3-TPC;H650S/NVK24A-3-TPC;;H650S;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H650S/NVK24A-3-TPC;"Globe valve";300 kPa;300 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138771;H650SP+NVK24A-3-TPC;H650SP+NVK24A-3-TPC;;H650SP;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H650SP+NVK24A-3-TPC;"Globe valve (partial pressure-balanced)";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138772;H650SP/NVK24A-3-TPC;H650SP/NVK24A-3-TPC;;H650SP;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H650SP/NVK24A-3-TPC;"Globe valve (partial pressure-balanced)";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138777;H664N+NVK24A-3-TPC;H664N+NVK24A-3-TPC;;H664N;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H664N+NVK24A-3-TPC;"Globe valve";140 kPa;140 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";40
138778;H664N/NVK24A-3-TPC;H664N/NVK24A-3-TPC;;H664N;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H664N/NVK24A-3-TPC;"Globe valve";140 kPa;140 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";40
138783;H664R+NVK24A-3-TPC;H664R+NVK24A-3-TPC;;H664R;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H664R+NVK24A-3-TPC;"Globe valve";140 kPa;140 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138784;H664R/NVK24A-3-TPC;H664R/NVK24A-3-TPC;;H664R;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H664R/NVK24A-3-TPC;"Globe valve";140 kPa;140 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138789;H664S+NVK24A-3-TPC;H664S+NVK24A-3-TPC;;H664S;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H664S+NVK24A-3-TPC;"Globe valve";130 kPa;130 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138790;H664S/NVK24A-3-TPC;H664S/NVK24A-3-TPC;;H664S;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H664S/NVK24A-3-TPC;"Globe valve";130 kPa;130 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138795;H664SP+NVK24A-3-TPC;H664SP+NVK24A-3-TPC;;H664SP;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H664SP+NVK24A-3-TPC;"Globe valve (partial pressure-balanced)";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138796;H664SP/NVK24A-3-TPC;H664SP/NVK24A-3-TPC;;H664SP;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H664SP/NVK24A-3-TPC;"Globe valve (partial pressure-balanced)";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138801;H679N+NVK24A-3-TPC;H679N+NVK24A-3-TPC;;H679N;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H679N+NVK24A-3-TPC;"Globe valve";80 kPa;80 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";40
138802;H679N/NVK24A-3-TPC;H679N/NVK24A-3-TPC;;H679N;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H679N/NVK24A-3-TPC;"Globe valve";80 kPa;80 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";38
138807;H679R+NVK24A-3-TPC;H679R+NVK24A-3-TPC;;H679R;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H679R+NVK24A-3-TPC;"Globe valve";80 kPa;80 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138808;H679R/NVK24A-3-TPC;H679R/NVK24A-3-TPC;;H679R;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H679R/NVK24A-3-TPC;"Globe valve";80 kPa;80 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138813;H679SP+NVK24A-3-TPC;H679SP+NVK24A-3-TPC;;H679SP;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H679SP+NVK24A-3-TPC;"Globe valve (partial pressure-balanced)";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138814;H679SP/NVK24A-3-TPC;H679SP/NVK24A-3-TPC;;H679SP;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H679SP/NVK24A-3-TPC;"Globe valve (partial pressure-balanced)";1600 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138819;H7015X4-S2+NVK24A-3-TPC;H7015X4-S2+NVK24A-3-TPC;;H7015X4-S2;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H7015X4-S2+NVK24A-3-TPC;"Globe valve";2200 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138820;H7015X4-S2/NVK24A-3-TPC;H7015X4-S2/NVK24A-3-TPC;;H7015X4-S2;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H7015X4-S2/NVK24A-3-TPC;"Globe valve";2200 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138825;H7015Y4-S2+NVK24A-3-TPC;H7015Y4-S2+NVK24A-3-TPC;;H7015Y4-S2;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H7015Y4-S2+NVK24A-3-TPC;"Globe valve";2200 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138826;H7015Y4-S2/NVK24A-3-TPC;H7015Y4-S2/NVK24A-3-TPC;;H7015Y4-S2;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H7015Y4-S2/NVK24A-3-TPC;"Globe valve";2200 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138831;H7020X6P3-S2+NVK24A-3-TPC;H7020X6P3-S2+NVK24A-3-TPC;;H7020X6P3-S2;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H7020X6P3-S2+NVK24A-3-TPC;"Globe valve";1500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138832;H7020X6P3-S2/NVK24A-3-TPC;H7020X6P3-S2/NVK24A-3-TPC;;H7020X6P3-S2;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H7020X6P3-S2/NVK24A-3-TPC;"Globe valve";1500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138837;H7020Y6P3-S2+NVK24A-3-TPC;H7020Y6P3-S2+NVK24A-3-TPC;;H7020Y6P3-S2;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H7020Y6P3-S2+NVK24A-3-TPC;"Globe valve";1500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138838;H7020Y6P3-S2/NVK24A-3-TPC;H7020Y6P3-S2/NVK24A-3-TPC;;H7020Y6P3-S2;/;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H7020Y6P3-S2/NVK24A-3-TPC;"Globe valve";1500 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
138843;H7025X10-S2+NVK24A-3-TPC;H7025X10-S2+NVK24A-3-TPC;;H7025X10-S2;+;NVK24A-3-TPC;"Actuator with emergency control function";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;H7025X10-S2+NVK24A-3-TPC;"Globe valve";1300 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";37
